date,year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M,insee_dep,department
2000-04-08,2000,4,8,21.39,21.4,0.63,0.64,0.01,101.04,4.53,72.76,7.83,15.87,-0.15,16.02,87.9,3.52,2.19,94,Val-de-Marne
2000-04-09,2000,4,9,10.0,21.88,0.63,0.65,0.43,99.77,5.71,83.87,8.32,13.77,3.68,10.09,107.1,2.63,1.65,94,Val-de-Marne
2000-04-10,2000,4,10,16.67,21.53,0.63,0.64,0.92,99.71,5.18,73.78,9.36,15.62,2.59,13.03,37.4,4.75,3.21,94,Val-de-Marne
2000-04-11,2000,4,11,15.35,21.4,0.63,0.65,2.83,98.55,4.3,76.97,5.7,10.96,0.79,10.17,233.7,4.86,3.4,94,Val-de-Marne
2000-04-12,2000,4,12,13.84,22.23,0.63,0.65,2.0,98.01,4.63,82.62,5.37,9.08,2.7,6.38,219.1,7.61,5.27,94,Val-de-Marne
2000-04-13,2000,4,13,12.05,22.17,0.63,0.65,2.09,98.5,5.07,82.58,6.82,12.0,2.36,9.64,220.8,7.97,5.48,94,Val-de-Marne
2000-04-14,2000,4,14,8.22,22.73,0.64,0.68,12.33,98.69,5.68,88.66,7.26,10.71,4.45,6.26,128.7,4.14,2.9,94,Val-de-Marne
2000-04-15,2000,4,15,8.93,22.79,0.65,0.68,2.65,98.45,5.43,84.27,7.23,10.01,1.49,8.52,212.3,9.14,6.23,94,Val-de-Marne
2000-04-16,2000,4,16,12.9,22.5,0.65,0.67,1.24,98.64,5.73,85.85,7.58,12.92,0.69,12.23,146.2,4.76,3.23,94,Val-de-Marne
2000-04-17,2000,4,17,15.15,20.76,0.65,0.66,1.62,99.07,5.69,79.98,9.13,13.86,5.15,8.71,216.8,7.4,5.04,94,Val-de-Marne
2000-04-18,2000,4,18,17.33,21.48,0.64,0.65,0.34,99.56,6.19,77.5,11.07,16.51,6.41,10.1,181.5,5.48,3.76,94,Val-de-Marne
2000-04-19,2000,4,19,13.18,23.04,0.64,0.65,0.86,99.87,6.27,80.76,10.46,15.59,7.12,8.47,218.0,4.24,2.83,94,Val-de-Marne
2000-04-20,2000,4,20,16.33,23.48,0.64,0.65,2.13,100.08,6.87,77.98,12.06,17.37,5.96,11.41,174.9,5.08,3.38,94,Val-de-Marne
2000-04-21,2000,4,21,18.5,23.0,0.64,0.65,0.52,100.37,6.62,74.81,12.61,17.11,7.61,9.5,208.6,4.41,2.91,94,Val-de-Marne
2000-04-22,2000,4,22,6.05,23.74,0.64,0.7,16.29,99.78,8.59,88.3,13.61,17.68,10.65,7.03,181.9,4.21,2.84,94,Val-de-Marne
2000-04-23,2000,4,23,6.42,23.92,0.67,0.71,8.59,99.96,7.05,91.55,9.98,12.75,6.23,6.52,295.3,2.28,1.37,94,Val-de-Marne
2000-04-24,2000,4,24,14.84,23.18,0.66,0.67,0.23,100.23,6.1,79.36,10.33,15.85,5.48,10.37,193.1,3.73,2.52,94,Val-de-Marne
2000-04-25,2000,4,25,19.36,23.5,0.65,0.67,0.98,99.79,7.84,78.86,13.75,19.4,8.09,11.31,166.0,5.13,3.44,94,Val-de-Marne
2000-04-26,2000,4,26,11.43,23.39,0.65,0.66,1.22,99.67,7.8,84.72,12.87,16.96,8.78,8.18,194.4,4.94,3.33,94,Val-de-Marne
2000-04-27,2000,4,27,6.16,24.61,0.65,0.69,9.88,99.72,7.95,89.38,12.14,16.34,7.06,9.28,79.2,2.71,1.73,94,Val-de-Marne
2000-04-28,2000,4,28,4.41,24.54,0.67,0.71,8.86,99.64,7.96,90.27,12.07,14.35,8.08,6.27,196.4,3.5,2.31,94,Val-de-Marne
2000-04-29,2000,4,29,18.15,24.21,0.66,0.67,0.2,100.48,6.87,77.11,12.82,18.41,6.57,11.84,194.9,1.68,1.02,94,Val-de-Marne
2000-04-30,2000,4,30,22.54,23.75,0.65,0.66,0.19,100.89,7.59,77.27,14.36,20.26,9.22,11.04,61.6,2.17,1.39,94,Val-de-Marne
2000-05-01,2000,5,1,21.33,22.57,0.65,0.66,0.16,100.82,8.18,80.71,14.65,21.16,8.25,12.91,30.1,4.45,3.04,94,Val-de-Marne
2000-05-02,2000,5,2,12.65,24.2,0.64,0.65,0.36,100.85,8.15,86.92,13.22,17.54,9.42,8.12,20.5,5.73,3.95,94,Val-de-Marne
2000-05-03,2000,5,3,10.24,24.37,0.64,0.65,0.37,100.83,7.85,87.55,12.51,16.29,9.3,6.99,19.8,4.5,3.13,94,Val-de-Marne
2000-05-04,2000,5,4,15.14,24.57,0.64,0.65,0.31,100.64,8.85,85.3,14.7,20.51,9.23,11.28,42.3,3.78,2.59,94,Val-de-Marne
2000-05-05,2000,5,5,22.03,23.73,0.63,0.65,1.52,100.11,9.91,83.01,16.89,22.89,10.43,12.46,77.3,3.82,2.45,94,Val-de-Marne
2000-05-06,2000,5,6,21.88,24.62,0.63,0.65,1.33,100.07,10.2,84.85,16.97,22.13,11.35,10.78,162.6,2.61,1.63,94,Val-de-Marne
2000-05-07,2000,5,7,16.38,23.53,0.63,0.65,2.29,100.32,9.75,79.92,17.41,21.65,12.86,8.79,152.6,1.66,1.11,94,Val-de-Marne
2000-05-08,2000,5,8,19.98,24.4,0.63,0.66,3.58,100.59,9.79,83.31,16.62,21.7,11.18,10.52,164.1,2.29,1.43,94,Val-de-Marne
2000-05-09,2000,5,9,24.14,25.18,0.63,0.65,0.95,100.54,10.08,79.18,18.03,23.48,11.48,12.0,101.6,2.33,1.37,94,Val-de-Marne
2000-05-10,2000,5,10,21.19,25.72,0.63,0.66,4.26,100.34,10.68,80.94,18.44,22.81,15.25,7.56,111.5,2.23,1.41,94,Val-de-Marne
2000-05-11,2000,5,11,20.71,25.74,0.65,0.7,13.23,100.4,10.73,83.89,18.12,22.65,13.25,9.4,136.0,3.27,2.13,94,Val-de-Marne
2000-05-12,2000,5,12,15.93,26.04,0.65,0.66,0.58,100.86,9.49,82.35,16.55,21.13,11.8,9.33,177.1,1.86,1.15,94,Val-de-Marne
2000-05-13,2000,5,13,21.7,23.7,0.64,0.66,0.8,101.02,9.32,73.89,17.97,23.08,10.91,12.17,135.4,1.4,0.87,94,Val-de-Marne
2000-05-14,2000,5,14,25.13,25.83,0.63,0.65,0.07,101.09,10.31,76.3,19.17,25.17,12.34,12.83,93.1,2.0,1.2,94,Val-de-Marne
2000-05-15,2000,5,15,24.95,25.72,0.63,0.64,0.07,100.73,10.6,74.94,19.91,25.91,12.51,13.4,181.7,2.27,1.37,94,Val-de-Marne
2000-05-16,2000,5,16,25.26,26.31,0.62,0.64,2.53,100.26,11.48,81.04,19.65,25.3,14.22,11.08,204.1,4.77,3.1,94,Val-de-Marne
2000-05-17,2000,5,17,18.49,27.05,0.62,0.63,0.06,100.4,7.22,72.85,14.19,17.65,11.2,6.45,265.8,4.8,3.28,94,Val-de-Marne
2000-05-18,2000,5,18,14.39,27.55,0.62,0.63,1.89,99.99,6.66,78.29,11.87,16.18,7.7,8.48,258.4,5.85,3.97,94,Val-de-Marne
2000-05-19,2000,5,19,12.35,27.23,0.62,0.64,1.81,100.05,6.02,80.57,9.91,13.76,5.86,7.9,257.9,5.69,3.83,94,Val-de-Marne
2000-05-20,2000,5,20,20.71,25.83,0.62,0.63,0.2,100.24,5.95,73.78,11.3,17.06,4.84,12.22,236.8,2.05,1.34,94,Val-de-Marne
2000-05-21,2000,5,21,13.97,25.69,0.62,0.65,5.16,99.88,6.32,78.92,10.84,15.51,6.94,8.57,256.5,5.64,3.73,94,Val-de-Marne
2000-05-22,2000,5,22,17.84,26.32,0.62,0.63,0.27,100.66,6.81,79.49,12.14,17.92,6.54,11.38,257.4,3.77,2.53,94,Val-de-Marne
2000-05-23,2000,5,23,21.37,22.53,0.62,0.63,0.16,100.79,8.09,80.97,14.4,19.11,9.43,9.68,215.6,4.29,2.81,94,Val-de-Marne
2000-05-24,2000,5,24,16.92,27.09,0.61,0.63,0.88,100.39,8.48,84.62,14.18,17.28,10.42,6.86,215.9,4.12,2.71,94,Val-de-Marne
2000-05-25,2000,5,25,15.59,27.8,0.61,0.63,1.65,100.36,7.59,78.13,13.87,17.54,9.78,7.76,257.5,5.41,3.61,94,Val-de-Marne
2000-05-26,2000,5,26,16.98,24.72,0.61,0.63,1.02,100.06,7.97,76.61,14.63,19.89,8.26,11.63,187.3,6.01,4.04,94,Val-de-Marne
2000-05-27,2000,5,27,21.36,26.72,0.61,0.62,0.83,100.18,5.92,68.6,12.19,16.15,7.33,8.82,226.4,6.94,4.7,94,Val-de-Marne
2000-05-28,2000,5,28,20.4,28.05,0.61,0.63,3.07,99.68,6.19,72.5,11.87,15.38,6.72,8.66,244.7,8.44,5.66,94,Val-de-Marne
2000-05-29,2000,5,29,21.86,25.8,0.61,0.62,0.91,100.52,5.92,73.54,11.24,15.79,5.36,10.43,267.4,4.57,3.07,94,Val-de-Marne
2000-05-30,2000,5,30,6.61,28.59,0.62,0.68,17.7,100.13,7.6,89.47,11.44,15.46,7.8,7.66,181.4,2.27,1.5,94,Val-de-Marne
2000-05-31,2000,5,31,16.34,25.27,0.64,0.65,0.36,100.78,7.54,78.63,13.84,18.17,8.06,10.11,3.9,2.17,1.42,94,Val-de-Marne
2000-06-01,2000,6,1,15.79,25.15,0.63,0.64,0.1,100.98,9.71,84.33,16.35,21.42,11.86,9.56,214.1,3.77,2.52,94,Val-de-Marne
2000-06-02,2000,6,2,22.28,27.5,0.62,0.63,0.4,100.71,11.98,80.81,20.15,26.3,12.24,14.06,248.4,1.65,1.06,94,Val-de-Marne
2000-06-03,2000,6,3,16.56,23.7,0.62,0.65,6.26,100.52,12.52,85.36,20.22,26.07,13.78,12.29,209.9,2.52,1.65,94,Val-de-Marne
2000-06-04,2000,6,4,9.25,28.86,0.62,0.65,3.69,100.71,9.42,83.13,16.18,20.55,12.1,8.45,303.0,2.99,2.03,94,Val-de-Marne
2000-06-05,2000,6,5,5.66,28.9,0.64,0.7,15.8,100.63,7.73,87.97,12.23,16.1,9.82,6.28,344.3,4.68,3.15,94,Val-de-Marne
2000-06-06,2000,6,6,17.36,27.31,0.64,0.65,0.47,101.12,7.76,83.01,13.32,18.0,7.94,10.06,277.2,3.68,2.42,94,Val-de-Marne
2000-06-07,2000,6,7,24.17,28.88,0.63,0.64,0.06,101.33,7.36,74.86,14.39,19.76,8.62,11.14,357.1,2.71,1.76,94,Val-de-Marne
2000-06-08,2000,6,8,30.27,30.62,0.62,0.63,0.03,100.45,8.47,72.8,16.74,23.15,8.14,15.01,127.0,4.56,2.95,94,Val-de-Marne
2000-06-09,2000,6,9,24.63,26.97,0.61,0.62,1.44,100.01,11.1,79.54,19.59,25.67,13.9,11.77,199.5,5.29,3.55,94,Val-de-Marne
