date,year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M,insee_dep,department
2000-01-12,2000,1,12,2.99,5.89,0.7,0.71,0.11,101.76,3.1,92.19,-1.21,2.0,-3.4,5.4,178.5,2.35,1.57,91,Essonne
2000-01-13,2000,1,13,2.14,5.65,0.7,0.71,1.27,100.61,3.41,94.15,-0.54,1.19,-2.65,3.84,194.1,3.82,2.6,91,Essonne
2000-01-14,2000,1,14,4.32,5.75,0.7,0.71,0.83,100.76,3.94,96.46,0.77,4.72,-1.02,5.74,63.3,2.11,1.32,91,Essonne
2000-01-15,2000,1,15,5.48,5.83,0.7,0.71,0.08,101.85,3.6,94.37,0.26,4.34,-1.82,6.16,37.5,4.85,3.4,91,Essonne
2000-01-16,2000,1,16,5.36,5.99,0.7,0.71,0.06,102.33,3.41,91.54,0.09,3.72,-2.67,6.39,39.0,4.89,3.41,91,Essonne
2000-01-17,2000,1,17,6.26,6.56,0.7,0.71,0.15,102.24,4.41,94.9,2.92,7.36,0.43,6.93,339.3,3.85,2.63,91,Essonne
2000-01-18,2000,1,18,6.36,6.46,0.7,0.71,0.44,101.81,5.02,95.12,4.8,6.53,2.81,3.72,345.5,5.35,3.72,91,Essonne
2000-01-19,2000,1,19,5.53,6.6,0.7,0.71,0.18,102.01,4.18,92.07,2.72,5.91,0.27,5.64,18.7,4.56,3.11,91,Essonne
2000-01-20,2000,1,20,4.33,6.41,0.7,0.71,0.13,102.11,3.65,89.65,1.28,5.76,-1.19,6.95,339.8,2.36,1.53,91,Essonne
2000-01-21,2000,1,21,3.86,6.8,0.7,0.71,0.3,101.81,4.28,93.26,2.75,7.27,0.64,6.63,331.7,3.54,2.34,91,Essonne
2000-01-22,2000,1,22,1.97,6.83,0.7,0.72,3.03,100.61,4.51,95.46,2.99,5.56,1.57,3.99,302.2,6.5,4.53,91,Essonne
2000-01-23,2000,1,23,2.36,6.84,0.7,0.71,0.76,100.7,4.2,93.46,2.38,5.17,-0.72,5.89,336.5,5.97,4.17,91,Essonne
2000-01-24,2000,1,24,6.3,6.82,0.7,0.71,0.02,101.08,2.63,84.29,-2.12,2.08,-5.65,7.73,47.0,2.96,1.92,91,Essonne
2000-01-25,2000,1,25,7.06,6.95,0.7,0.71,0.02,101.58,2.11,77.44,-3.42,1.32,-5.82,7.14,76.4,3.52,2.29,91,Essonne
2000-01-26,2000,1,26,7.1,7.0,0.7,0.71,0.0,102.02,1.96,78.18,-4.42,0.22,-7.78,8.0,98.9,2.97,1.88,91,Essonne
2000-01-27,2000,1,27,7.22,7.13,0.7,0.71,0.03,101.81,2.43,89.31,-4.48,2.08,-8.95,11.03,193.9,2.33,1.33,91,Essonne
2000-01-28,2000,1,28,6.21,7.25,0.7,0.71,0.14,100.97,3.62,93.99,-0.04,5.16,-5.75,10.91,224.2,5.03,3.44,91,Essonne
2000-01-29,2000,1,29,1.67,7.85,0.7,0.72,3.04,100.02,5.72,96.88,6.04,8.27,2.52,5.75,238.9,10.37,7.29,91,Essonne
2000-01-30,2000,1,30,2.76,7.48,0.7,0.72,0.83,100.89,6.56,92.64,8.97,11.05,7.73,3.32,255.9,8.33,5.83,91,Essonne
2000-01-31,2000,1,31,5.07,7.33,0.7,0.71,0.29,101.47,6.18,93.67,7.91,10.29,6.13,4.16,241.2,5.08,3.48,91,Essonne
2000-02-01,2000,2,1,4.3,7.86,0.7,0.71,0.33,100.89,5.59,96.03,6.01,7.85,3.95,3.9,212.1,3.93,2.73,91,Essonne
2000-02-02,2000,2,2,2.4,8.19,0.71,0.72,3.38,100.89,5.31,95.03,5.28,9.41,0.64,8.77,295.5,4.32,2.93,91,Essonne
2000-02-03,2000,2,3,3.77,8.19,0.7,0.72,0.14,102.32,4.53,90.64,4.13,8.77,1.98,6.79,276.9,2.61,1.71,91,Essonne
2000-02-04,2000,2,4,6.89,8.46,0.7,0.71,0.03,102.43,4.34,88.1,3.68,8.45,1.16,7.29,206.0,3.03,1.83,91,Essonne
2000-02-05,2000,2,5,8.28,8.54,0.7,0.71,0.0,101.75,4.84,85.65,5.74,13.27,-0.47,13.74,183.4,3.5,2.18,91,Essonne
2000-02-06,2000,2,6,4.11,8.33,0.7,0.71,1.37,101.06,5.89,95.01,6.94,9.63,4.64,4.99,216.0,5.54,3.91,91,Essonne
2000-02-07,2000,2,7,4.29,8.96,0.7,0.72,2.15,100.71,5.82,91.61,7.29,9.01,4.85,4.16,232.4,7.72,5.45,91,Essonne
2000-02-08,2000,2,8,2.52,9.14,0.71,0.73,5.83,100.27,6.54,89.53,9.18,12.5,5.58,6.92,251.0,8.68,6.07,91,Essonne
2000-02-09,2000,2,9,7.01,8.94,0.71,0.72,0.32,101.48,4.6,83.26,5.6,10.07,1.89,8.18,273.9,6.06,4.14,91,Essonne
2000-02-10,2000,2,10,4.95,9.7,0.71,0.73,4.97,101.02,4.82,90.87,4.77,8.76,1.9,6.86,219.8,7.01,4.96,91,Essonne
2000-02-11,2000,2,11,9.6,9.55,0.71,0.72,0.04,101.73,3.53,79.66,2.72,8.13,-1.84,9.97,344.1,1.96,1.32,91,Essonne
2000-02-12,2000,2,12,7.5,9.7,0.71,0.72,1.49,101.4,4.29,88.0,3.34,8.36,-3.1,11.46,237.3,6.41,4.38,91,Essonne
2000-02-13,2000,2,13,3.75,9.88,0.72,0.74,6.0,100.9,6.25,91.87,8.43,11.91,6.4,5.51,245.3,5.52,3.88,91,Essonne
2000-02-14,2000,2,14,4.31,10.03,0.72,0.73,2.17,101.01,6.01,95.71,7.13,9.41,4.27,5.14,220.5,4.3,2.98,91,Essonne
2000-02-15,2000,2,15,5.01,10.16,0.72,0.73,3.27,100.48,5.89,86.85,8.35,10.59,7.07,3.52,253.1,6.55,4.62,91,Essonne
2000-02-16,2000,2,16,5.28,9.95,0.72,0.74,3.72,99.63,4.44,87.27,3.99,7.81,1.09,6.72,265.0,7.52,5.29,91,Essonne
2000-02-17,2000,2,17,7.55,10.27,0.72,0.74,2.66,100.02,4.14,83.81,3.84,7.53,2.29,5.24,285.1,5.28,3.63,91,Essonne
2000-02-18,2000,2,18,5.32,10.81,0.72,0.74,4.57,99.62,5.76,87.84,7.62,11.99,2.33,9.66,258.8,8.35,5.88,91,Essonne
2000-02-19,2000,2,19,5.97,10.2,0.72,0.74,1.92,100.1,4.98,86.37,5.93,9.59,1.81,7.78,303.5,6.82,4.81,91,Essonne
2000-02-20,2000,2,20,8.32,10.56,0.72,0.73,0.1,101.6,3.58,77.87,3.13,7.2,0.04,7.16,344.4,2.39,1.76,91,Essonne
2000-02-21,2000,2,21,9.19,11.27,0.72,0.73,0.02,101.65,3.4,80.77,1.87,7.81,-3.18,10.99,220.0,2.6,1.56,91,Essonne
2000-02-22,2000,2,22,6.7,11.57,0.72,0.73,0.08,101.3,3.56,79.36,2.77,8.7,-0.91,9.61,221.1,2.49,1.44,91,Essonne
2000-02-23,2000,2,23,7.45,10.97,0.71,0.72,0.22,101.31,4.34,84.65,4.42,11.04,-1.98,13.02,219.5,4.26,2.75,91,Essonne
2000-02-24,2000,2,24,4.31,11.77,0.71,0.73,0.78,101.33,6.72,94.24,9.08,12.1,5.91,6.19,230.1,5.5,3.82,91,Essonne
2000-02-25,2000,2,25,5.76,11.26,0.71,0.73,1.38,101.57,5.67,86.08,7.92,10.88,1.35,9.53,284.1,4.95,3.37,91,Essonne
2000-02-26,2000,2,26,9.36,11.97,0.71,0.72,0.15,101.82,4.3,84.84,4.33,10.35,0.31,10.04,119.7,2.11,1.29,91,Essonne
2000-02-27,2000,2,27,11.3,12.12,0.71,0.72,0.07,101.09,6.16,88.36,8.32,16.81,0.59,16.22,192.1,4.85,3.25,91,Essonne
2000-02-28,2000,2,28,3.83,12.26,0.71,0.74,6.85,100.54,5.92,93.54,7.17,10.04,3.4,6.64,220.9,6.84,4.69,91,Essonne
2000-02-29,2000,2,29,4.33,12.93,0.72,0.75,5.75,99.89,5.57,93.82,6.15,9.35,3.37,5.98,217.8,8.58,6.02,91,Essonne
2000-03-01,2000,3,1,6.69,12.96,0.73,0.75,4.63,99.75,5.04,87.71,5.79,8.28,2.4,5.88,293.2,6.15,4.29,91,Essonne
2000-03-02,2000,3,2,10.43,12.59,0.73,0.74,0.1,101.11,4.23,82.58,4.57,8.61,0.64,7.97,242.2,6.18,4.4,91,Essonne
2000-03-03,2000,3,3,4.3,13.5,0.73,0.76,9.55,100.03,6.13,93.6,7.62,9.39,5.57,3.82,234.6,9.87,6.95,91,Essonne
2000-03-04,2000,3,4,12.13,13.49,0.74,0.74,0.03,101.31,3.39,76.22,2.77,7.56,-2.66,10.22,339.4,4.58,3.1,91,Essonne
2000-03-05,2000,3,5,11.21,13.45,0.73,0.74,0.01,102.16,2.97,71.56,2.16,8.91,-3.72,12.63,263.6,1.78,1.03,91,Essonne
2000-03-06,2000,3,6,14.5,14.21,0.73,0.73,0.02,101.84,2.91,63.65,3.36,9.91,-3.16,13.07,186.5,1.65,1.02,91,Essonne
2000-03-07,2000,3,7,11.2,13.83,0.72,0.73,0.03,101.61,4.62,75.15,6.76,14.4,0.15,14.25,268.1,3.19,2.01,91,Essonne
2000-03-08,2000,3,8,8.79,14.38,0.72,0.73,0.04,101.68,5.82,82.08,9.32,15.9,3.48,12.42,256.5,5.58,3.8,91,Essonne
2000-03-09,2000,3,9,6.2,14.15,0.72,0.73,0.15,101.65,6.81,88.78,10.26,15.71,5.72,9.99,275.4,5.31,3.72,91,Essonne
2000-03-10,2000,3,10,8.69,14.37,0.72,0.73,0.06,101.59,6.67,86.99,10.35,15.81,6.28,9.53,290.8,3.56,2.47,91,Essonne
2000-03-11,2000,3,11,7.22,14.62,0.72,0.73,0.13,101.12,5.85,90.59,7.61,11.33,4.71,6.62,287.0,3.98,2.7,91,Essonne
2000-03-12,2000,3,12,11.45,15.07,0.71,0.72,0.0,101.34,4.65,81.09,6.38,12.38,1.74,10.64,53.3,3.78,2.38,91,Essonne
2000-03-13,2000,3,13,15.49,15.51,0.71,0.72,0.01,101.44,5.3,82.85,7.36,14.64,0.62,14.02,357.3,2.06,1.23,91,Essonne
2000-03-14,2000,3,14,9.53,15.24,0.71,0.72,1.11,101.32,6.29,88.07,9.29,16.06,5.61,10.45,290.6,5.34,3.75,91,Essonne
2000-03-15,2000,3,15,11.02,15.88,0.71,0.72,0.1,101.99,4.21,77.92,5.67,10.69,0.78,9.91,356.2,3.75,2.49,91,Essonne
2000-03-16,2000,3,16,10.94,15.87,0.71,0.72,0.06,102.03,4.89,84.36,6.23,12.37,-0.65,13.02,335.1,2.79,1.78,91,Essonne
2000-03-17,2000,3,17,10.98,16.08,0.71,0.72,0.07,101.87,5.53,83.33,8.4,13.29,4.45,8.84,3.2,4.1,2.86,91,Essonne
2000-03-18,2000,3,18,9.18,16.81,0.71,0.72,0.26,101.84,4.83,80.01,6.99,12.07,3.7,8.37,9.5,5.86,4.13,91,Essonne
2000-03-19,2000,3,19,16.26,16.7,0.71,0.72,0.44,101.81,4.71,80.5,6.7,12.33,3.28,9.05,37.6,4.9,3.45,91,Essonne
2000-03-20,2000,3,20,12.33,16.7,0.71,0.72,0.0,101.39,4.26,78.01,5.83,12.05,2.32,9.73,59.1,5.04,3.46,91,Essonne
2000-03-21,2000,3,21,17.56,17.17,0.71,0.71,0.03,100.82,4.1,69.3,7.04,14.27,0.27,14.0,108.3,2.4,1.61,91,Essonne
2000-03-22,2000,3,22,16.74,17.67,0.7,0.71,0.02,100.42,4.87,69.82,9.07,16.76,0.8,15.96,181.3,2.32,1.39,91,Essonne
2000-03-23,2000,3,23,11.78,17.92,0.7,0.71,0.79,99.86,6.26,78.07,10.69,17.54,5.3,12.24,166.9,3.5,2.22,91,Essonne
2000-03-24,2000,3,24,7.18,18.18,0.7,0.72,2.61,99.77,6.38,83.96,10.14,14.11,7.3,6.81,235.5,5.11,3.5,91,Essonne
2000-03-25,2000,3,25,8.87,18.64,0.71,0.73,4.18,100.15,5.83,88.65,7.87,10.8,5.62,5.18,224.7,3.81,2.62,91,Essonne
2000-03-26,2000,3,26,9.91,17.75,0.71,0.73,3.6,99.78,5.11,88.52,5.92,9.63,3.96,5.67,234.4,4.88,3.37,91,Essonne
2000-03-27,2000,3,27,10.9,18.67,0.72,0.73,1.71,99.65,4.73,83.14,5.84,8.72,3.51,5.21,359.7,3.28,2.27,91,Essonne
2000-03-28,2000,3,28,8.84,19.48,0.72,0.73,1.87,100.06,4.6,83.5,5.36,8.84,2.29,6.55,28.3,5.47,3.85,91,Essonne
2000-03-29,2000,3,29,7.14,19.66,0.72,0.74,3.67,99.79,4.48,87.92,4.11,6.93,1.74,5.19,11.4,3.71,2.61,91,Essonne
2000-03-30,2000,3,30,6.4,19.89,0.72,0.74,3.46,99.88,5.11,91.87,5.35,8.0,3.59,4.41,254.2,3.01,2.01,91,Essonne
2000-03-31,2000,3,31,13.77,19.56,0.72,0.73,0.5,99.47,4.87,84.62,6.05,11.79,2.83,8.96,225.6,2.93,1.92,91,Essonne
2000-04-01,2000,4,1,8.81,20.35,0.72,0.73,2.52,99.25,5.36,89.61,6.26,11.2,2.9,8.3,219.9,4.55,3.09,91,Essonne
2000-04-02,2000,4,2,17.38,20.43,0.72,0.73,0.03,98.51,5.82,77.32,9.86,17.16,2.81,14.35,135.5,5.39,3.7,91,Essonne
2000-04-03,2000,4,3,10.07,20.45,0.72,0.74,5.14,97.61,6.91,89.8,9.59,14.75,5.91,8.84,160.9,4.83,3.22,91,Essonne
2000-04-04,2000,4,4,14.55,19.95,0.72,0.74,3.26,98.0,6.02,85.49,8.42,13.7,4.42,9.28,42.8,3.88,2.66,91,Essonne
2000-04-05,2000,4,5,4.11,21.0,0.72,0.73,0.77,99.72,4.41,80.65,5.17,8.38,2.82,5.56,5.4,5.83,4.05,91,Essonne
2000-04-06,2000,4,6,14.86,21.68,0.72,0.73,0.0,101.28,3.42,70.79,4.16,10.02,-1.34,11.36,48.7,4.8,3.23,91,Essonne
2000-04-07,2000,4,7,21.09,21.72,0.72,0.72,0.0,101.68,3.86,72.08,5.86,13.93,-2.63,16.56,69.9,4.66,3.02,91,Essonne
2000-04-08,2000,4,8,21.39,21.4,0.71,0.72,0.03,100.86,4.65,74.18,7.76,15.98,-0.23,16.21,83.4,3.81,2.37,91,Essonne
2000-04-09,2000,4,9,10.0,21.88,0.71,0.72,0.95,99.61,5.71,84.49,8.17,12.61,4.04,8.57,138.4,2.33,1.53,91,Essonne
2000-04-10,2000,4,10,16.67,21.53,0.71,0.72,0.93,99.51,5.33,74.56,9.55,15.66,3.61,12.05,40.6,4.87,3.29,91,Essonne
2000-04-11,2000,4,11,15.35,21.4,0.71,0.72,3.23,98.47,4.42,76.41,6.27,12.18,1.09,11.09,241.4,4.99,3.49,91,Essonne
2000-04-12,2000,4,12,13.84,22.23,0.71,0.72,2.09,97.99,4.67,82.43,5.46,8.7,2.39,6.31,223.6,7.82,5.42,91,Essonne
2000-04-13,2000,4,13,12.05,22.17,0.71,0.73,2.3,98.5,5.14,82.72,6.96,11.68,3.11,8.57,220.5,8.03,5.53,91,Essonne
2000-04-14,2000,4,14,8.22,22.73,0.72,0.75,12.39,98.55,6.08,88.87,8.07,11.45,4.55,6.9,142.5,4.37,3.05,91,Essonne
2000-04-15,2000,4,15,8.93,22.79,0.73,0.75,2.3,98.44,5.39,84.77,6.97,9.3,1.67,7.63,215.7,9.21,6.26,91,Essonne
2000-04-16,2000,4,16,12.9,22.5,0.73,0.74,2.51,98.5,5.95,87.91,7.78,12.81,1.72,11.09,148.8,4.5,3.05,91,Essonne
2000-04-17,2000,4,17,15.15,20.76,0.73,0.74,1.84,99.04,5.8,80.53,9.27,13.73,5.38,8.35,220.0,7.41,5.05,91,Essonne
2000-04-18,2000,4,18,17.33,21.48,0.72,0.73,0.51,99.46,6.29,77.7,11.28,16.71,6.55,10.16,185.9,5.09,3.49,91,Essonne
2000-04-19,2000,4,19,13.18,23.04,0.72,0.73,0.73,99.79,6.09,78.58,10.47,15.6,6.91,8.69,225.6,4.44,2.97,91,Essonne
2000-04-20,2000,4,20,16.33,23.48,0.72,0.73,1.82,99.98,6.77,76.47,12.1,17.72,5.57,12.15,175.6,4.55,2.99,91,Essonne
2000-04-21,2000,4,21,18.5,23.0,0.71,0.72,0.2,100.26,6.75,74.73,12.91,17.52,7.78,9.74,206.7,4.05,2.68,91,Essonne
2000-04-22,2000,4,22,6.05,23.74,0.72,0.77,18.28,99.66,8.71,88.55,13.77,18.03,10.7,7.33,191.6,4.29,2.89,91,Essonne
2000-04-23,2000,4,23,6.42,23.92,0.75,0.78,8.2,99.84,7.06,90.77,10.17,13.2,6.25,6.95,275.2,2.91,1.81,91,Essonne
2000-04-24,2000,4,24,14.84,23.18,0.74,0.75,0.28,100.12,6.01,78.78,10.33,15.99,6.04,9.95,198.5,3.81,2.6,91,Essonne
2000-04-25,2000,4,25,19.36,23.5,0.73,0.74,0.43,99.67,7.8,77.81,13.89,19.58,7.7,11.88,165.3,4.95,3.33,91,Essonne
2000-04-26,2000,4,26,11.43,23.39,0.73,0.74,0.92,99.58,7.79,85.21,12.71,16.68,8.96,7.72,199.6,4.84,3.25,91,Essonne
2000-04-27,2000,4,27,6.16,24.61,0.73,0.76,11.9,99.55,8.15,89.85,12.43,15.85,7.89,7.96,86.1,2.71,1.73,91,Essonne
2000-04-28,2000,4,28,4.41,24.54,0.75,0.77,8.16,99.53,7.68,90.42,11.48,13.42,7.41,6.01,203.1,3.82,2.55,91,Essonne
2000-04-29,2000,4,29,18.15,24.21,0.74,0.75,0.04,100.35,6.71,77.63,12.3,18.18,5.49,12.69,167.4,1.73,1.03,91,Essonne
2000-04-30,2000,4,30,22.54,23.75,0.73,0.74,0.04,100.72,7.27,76.25,13.88,20.61,6.69,13.92,81.9,2.39,1.46,91,Essonne
2000-05-01,2000,5,1,21.33,22.57,0.73,0.73,0.16,100.62,8.19,79.76,14.87,21.74,7.84,13.9,35.7,4.08,2.74,91,Essonne
2000-05-02,2000,5,2,12.65,24.2,0.72,0.73,0.3,100.64,8.61,86.22,14.19,18.94,9.42,9.52,20.4,5.32,3.66,91,Essonne
2000-05-03,2000,5,3,10.24,24.37,0.72,0.73,0.37,100.64,8.35,86.96,13.54,18.14,9.85,8.29,21.7,4.13,2.87,91,Essonne
2000-05-04,2000,5,4,15.14,24.57,0.72,0.72,0.28,100.45,9.14,84.36,15.44,21.31,9.88,11.43,50.1,3.62,2.48,91,Essonne
2000-05-05,2000,5,5,22.03,23.73,0.71,0.73,1.56,99.93,9.95,83.19,16.84,22.45,10.72,11.73,83.1,3.32,2.11,91,Essonne
2000-05-06,2000,5,6,21.88,24.62,0.71,0.73,2.26,99.94,10.1,85.5,16.66,20.85,11.38,9.47,186.6,2.43,1.52,91,Essonne
2000-05-07,2000,5,7,16.38,23.53,0.71,0.73,2.72,100.18,9.63,78.67,17.43,21.82,12.03,9.79,164.1,1.91,1.27,91,Essonne
2000-05-08,2000,5,8,19.98,24.4,0.72,0.74,5.24,100.46,9.56,82.94,16.3,20.73,10.79,9.94,160.1,2.31,1.4,91,Essonne
2000-05-09,2000,5,9,24.14,25.18,0.72,0.73,0.92,100.38,10.14,79.58,18.03,23.62,12.41,11.21,104.1,2.27,1.34,91,Essonne
2000-05-10,2000,5,10,21.19,25.72,0.72,0.74,7.3,100.19,10.75,81.95,18.33,22.64,14.99,7.65,132.5,2.53,1.64,91,Essonne
2000-05-11,2000,5,11,20.71,25.74,0.74,0.77,11.64,100.26,10.24,83.96,17.31,22.05,12.55,9.5,150.5,3.99,2.64,91,Essonne
2000-05-12,2000,5,12,15.93,26.04,0.73,0.74,0.27,100.72,9.28,81.15,16.39,20.99,11.31,9.68,182.3,1.86,1.15,91,Essonne
2000-05-13,2000,5,13,21.7,23.7,0.73,0.73,0.62,100.88,9.01,72.61,17.77,22.98,10.59,12.39,152.5,1.38,0.88,91,Essonne
2000-05-14,2000,5,14,25.13,25.83,0.72,0.72,0.06,100.94,10.15,75.5,19.02,25.03,12.59,12.44,84.3,1.97,1.2,91,Essonne
2000-05-15,2000,5,15,24.95,25.72,0.71,0.72,0.06,100.6,10.73,75.58,19.94,25.91,12.94,12.97,185.3,2.26,1.36,91,Essonne
2000-05-16,2000,5,16,25.26,26.31,0.7,0.72,2.78,100.18,11.18,79.68,19.54,25.06,14.09,10.97,209.4,4.8,3.13,91,Essonne
2000-05-17,2000,5,17,18.49,27.05,0.7,0.71,0.2,100.31,7.36,72.45,14.61,18.25,11.96,6.29,264.8,4.54,3.12,91,Essonne
2000-05-18,2000,5,18,14.39,27.55,0.7,0.71,2.47,99.93,6.73,78.26,12.02,16.53,7.75,8.78,257.6,5.81,3.93,91,Essonne
2000-05-19,2000,5,19,12.35,27.23,0.7,0.71,1.64,100.01,6.06,80.65,10.0,14.43,5.77,8.66,259.2,5.4,3.63,91,Essonne
2000-05-20,2000,5,20,20.71,25.83,0.7,0.71,0.11,100.13,5.69,70.28,11.38,17.13,3.77,13.36,242.4,1.65,1.06,91,Essonne
2000-05-21,2000,5,21,13.97,25.69,0.7,0.72,3.72,99.82,6.3,78.08,10.93,15.89,6.24,9.65,259.5,5.16,3.37,91,Essonne
2000-05-22,2000,5,22,17.84,26.32,0.7,0.71,0.09,100.6,6.6,79.89,11.57,17.69,6.05,11.64,255.4,3.52,2.35,91,Essonne
2000-05-23,2000,5,23,21.37,22.53,0.7,0.71,0.09,100.71,7.91,80.66,14.09,19.38,8.36,11.02,217.0,3.68,2.37,91,Essonne
2000-05-24,2000,5,24,16.92,27.09,0.69,0.71,0.14,100.32,8.28,83.78,13.89,17.08,9.6,7.48,223.1,3.76,2.43,91,Essonne
2000-05-25,2000,5,25,15.59,27.8,0.69,0.71,1.26,100.28,7.73,76.71,14.41,17.96,11.7,6.26,255.3,5.01,3.37,91,Essonne
2000-05-26,2000,5,26,16.98,24.72,0.69,0.7,1.33,99.96,8.14,77.3,14.81,20.74,7.83,12.91,193.1,5.79,3.86,91,Essonne
2000-05-27,2000,5,27,21.36,26.72,0.69,0.7,0.43,100.13,6.05,69.54,12.3,16.33,7.26,9.07,227.7,6.41,4.35,91,Essonne
2000-05-28,2000,5,28,20.4,28.05,0.69,0.7,2.12,99.65,6.41,72.5,12.43,15.63,8.44,7.19,245.2,7.85,5.28,91,Essonne
2000-05-29,2000,5,29,21.86,25.8,0.68,0.7,0.37,100.45,5.86,72.68,11.32,16.11,5.48,10.63,266.1,4.22,2.76,91,Essonne
2000-05-30,2000,5,30,6.61,28.59,0.7,0.76,22.96,100.01,8.08,90.3,12.1,16.27,7.94,8.33,227.5,4.06,2.66,91,Essonne
2000-05-31,2000,5,31,16.34,25.27,0.72,0.73,0.82,100.66,7.98,79.32,14.52,18.67,9.68,8.99,298.4,2.55,1.7,91,Essonne
2000-06-01,2000,6,1,15.79,25.15,0.71,0.72,0.11,100.89,9.75,83.88,16.53,21.3,11.79,9.51,214.1,3.33,2.28,91,Essonne
2000-06-02,2000,6,2,22.28,27.5,0.7,0.71,0.32,100.57,12.13,79.42,20.54,26.52,11.98,14.54,200.3,1.66,1.07,91,Essonne
2000-06-03,2000,6,3,16.56,23.7,0.7,0.71,2.56,100.4,12.98,83.14,21.27,26.3,16.94,9.36,220.8,2.38,1.6,91,Essonne
2000-06-04,2000,6,4,9.25,28.86,0.7,0.72,6.12,100.57,10.04,85.36,16.73,21.17,13.28,7.89,315.2,2.83,1.94,91,Essonne
2000-06-05,2000,6,5,5.66,28.9,0.73,0.77,18.25,100.47,8.03,86.96,12.98,16.83,9.88,6.95,341.0,4.75,3.22,91,Essonne
2000-06-06,2000,6,6,17.36,27.31,0.72,0.73,0.33,101.03,7.8,82.03,13.51,17.74,7.85,9.89,286.6,3.31,2.18,91,Essonne
2000-06-07,2000,6,7,24.17,28.88,0.71,0.72,0.05,101.2,7.46,75.21,14.47,19.98,8.47,11.51,2.1,2.63,1.69,91,Essonne
2000-06-08,2000,6,8,30.27,30.62,0.7,0.71,0.01,100.29,8.69,72.72,17.08,23.74,8.25,15.49,128.5,4.34,2.77,91,Essonne
2000-06-09,2000,6,9,24.63,26.97,0.69,0.7,2.03,99.89,11.14,79.14,19.71,25.62,13.62,12.0,201.3,5.17,3.46,91,Essonne
2000-06-10,2000,6,10,10.8,27.85,0.7,0.72,4.96,100.47,8.77,82.72,15.08,18.21,10.8,7.41,341.5,4.48,3.07,91,Essonne
2000-06-11,2000,6,11,19.8,26.41,0.69,0.7,0.25,100.84,7.57,76.48,14.35,20.53,8.62,11.91,320.5,3.47,2.32,91,Essonne
2000-06-12,2000,6,12,26.03,25.86,0.69,0.7,0.01,101.51,8.78,76.95,16.29,22.22,7.7,14.52,313.5,1.95,1.29,91,Essonne
2000-06-13,2000,6,13,25.11,26.85,0.68,0.69,0.11,101.41,10.81,80.24,19.17,24.43,12.98,11.45,344.4,2.85,1.87,91,Essonne
2000-06-14,2000,6,14,18.67,28.74,0.67,0.68,0.12,101.41,10.72,81.62,18.64,24.03,12.13,11.9,318.0,2.52,1.62,91,Essonne
2000-06-15,2000,6,15,17.27,22.76,0.67,0.68,0.11,101.4,10.66,83.36,18.13,23.54,12.53,11.01,326.2,3.12,2.09,91,Essonne
2000-06-16,2000,6,16,25.74,29.1,0.66,0.67,0.03,101.41,10.07,78.93,18.24,23.44,12.14,11.3,59.6,2.64,1.71,91,Essonne
2000-06-17,2000,6,17,30.4,30.72,0.65,0.66,0.0,101.49,8.18,68.75,17.53,23.29,11.67,11.62,92.4,3.8,2.47,91,Essonne
