Datetime,Consommation,Regions,Nature,year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M,insee_dep
2024-08-23,204140.0,PACA,Données consolidées,2024,8,23,25.18,25.42,0.46,0.28,0.0,90.82,6.0,31.16,24.57,32.62,17.7,14.92,219.6,2.7,1.83,93
2024-08-24,198028.0,PACA,Données consolidées,2024,8,24,21.94,23.83,0.46,0.26,0.04,90.96,9.03,46.7,23.51,30.12,17.04,13.08,179.9,3.18,2.14,93
2024-08-25,190176.0,PACA,Données consolidées,2024,8,25,19.34,23.41,0.46,0.26,0.16,90.86,9.4,48.16,23.88,30.87,16.94,13.93,310.3,2.61,1.72,93
2024-08-26,201903.0,PACA,Données consolidées,2024,8,26,21.53,24.33,0.46,0.25,0.04,90.7,8.94,49.29,23.75,31.29,15.75,15.54,168.0,3.29,2.23,93
2024-08-27,211124.0,PACA,Données consolidées,2024,8,27,19.17,23.54,0.46,0.24,0.13,90.85,9.69,50.24,24.2,30.63,17.63,13.0,120.6,2.34,1.55,93
2024-08-28,215563.0,PACA,Données consolidées,2024,8,28,19.63,23.43,0.46,0.24,0.12,91.06,9.7,51.57,23.33,29.87,17.36,12.51,146.2,2.92,1.96,93
2024-08-29,215845.0,PACA,Données consolidées,2024,8,29,20.89,23.41,0.46,0.24,0.27,91.12,10.78,55.46,23.9,30.06,17.43,12.63,180.5,2.3,1.5,93
2024-08-30,214923.0,PACA,Données consolidées,2024,8,30,20.17,22.75,0.46,0.24,0.13,91.09,10.68,53.08,24.4,29.4,19.47,9.93,170.8,2.58,1.75,93
2024-08-31,202053.0,PACA,Données consolidées,2024,8,31,17.85,22.44,0.46,0.24,0.02,91.08,9.01,46.6,23.66,28.42,19.21,9.21,134.7,2.77,1.82,93
2024-09-01,195309.0,PACA,Données consolidées,2024,9,1,14.06,21.6,0.47,0.37,12.21,90.88,11.83,69.84,21.16,26.14,17.25,8.89,132.0,2.71,1.65,93
2024-09-02,206617.0,PACA,Données consolidées,2024,9,2,12.27,22.03,0.49,0.53,1.94,90.7,11.31,71.19,20.06,24.06,17.1,6.96,167.8,2.15,1.34,93
2024-09-03,207045.0,PACA,Données consolidées,2024,9,3,16.44,22.33,0.48,0.47,1.05,90.87,11.05,70.49,20.31,26.54,14.93,11.61,155.8,2.32,1.54,93
2024-09-04,195997.0,PACA,Données consolidées,2024,9,4,9.95,20.96,0.49,0.54,18.76,90.55,10.8,72.55,19.09,22.93,15.68,7.25,117.9,2.77,1.79,93
2024-09-05,188487.0,PACA,Données consolidées,2024,9,5,10.02,22.2,0.52,0.59,2.98,90.06,10.31,78.13,16.95,20.57,13.45,7.12,208.0,2.28,1.52,93
2024-09-06,189895.0,PACA,Données consolidées,2024,9,6,19.44,22.24,0.52,0.48,0.01,90.41,9.48,69.04,18.14,24.6,12.95,11.65,141.1,2.95,1.96,93
2024-09-07,186715.0,PACA,Données consolidées,2024,9,7,17.36,21.16,0.51,0.47,0.5,90.61,10.82,67.95,19.77,25.4,13.46,11.94,121.5,6.44,4.27,93
2024-09-08,178629.0,PACA,Données consolidées,2024,9,8,2.4,20.41,0.53,0.63,20.88,90.39,11.82,89.44,16.78,19.23,13.6,5.63,165.2,3.07,1.94,93
2024-09-09,181785.0,PACA,Données consolidées,2024,9,9,14.94,22.05,0.55,0.53,0.06,90.05,7.83,67.16,15.45,21.83,9.85,11.98,330.5,7.79,5.24,93
2024-09-10,182066.0,PACA,Données consolidées,2024,9,10,21.05,21.97,0.54,0.5,0.02,90.26,7.48,56.24,17.93,25.88,9.84,16.04,333.5,2.93,1.93,93
2024-09-11,179857.0,PACA,Données consolidées,2024,9,11,14.81,21.82,0.53,0.49,0.08,90.13,6.93,58.06,16.52,24.35,10.97,13.38,319.7,4.5,3.03,93
2024-09-12,177957.0,PACA,Données consolidées,2024,9,12,16.9,22.35,0.53,0.49,0.04,89.76,5.03,57.93,11.2,17.71,6.26,11.45,328.0,7.57,5.17,93
2024-09-13,178118.0,PACA,Données consolidées,2024,9,13,19.24,22.33,0.53,0.49,0.01,90.35,3.79,49.66,9.6,16.44,5.12,11.32,348.7,7.34,4.94,93
2024-09-14,172435.0,PACA,Données consolidées,2024,9,14,19.37,21.52,0.53,0.48,0.0,90.81,4.28,47.92,12.57,20.75,3.44,17.31,332.5,3.02,1.9,93
2024-09-15,169066.0,PACA,Données consolidées,2024,9,15,20.19,21.45,0.52,0.48,0.0,90.55,5.1,40.77,16.98,24.33,11.11,13.22,188.6,2.11,1.42,93
2024-09-16,178840.0,PACA,Données consolidées,2024,9,16,15.88,20.7,0.52,0.48,0.54,90.39,6.91,57.78,15.65,21.11,12.43,8.68,150.6,2.12,1.39,93
2024-09-17,182880.0,PACA,Données consolidées,2024,9,17,12.85,19.7,0.52,0.53,4.5,90.55,7.16,67.65,13.66,19.48,9.16,10.32,44.7,1.83,1.17,93
2024-09-18,184342.0,PACA,Données consolidées,2024,9,18,11.23,19.85,0.53,0.52,1.12,90.78,6.97,73.04,12.24,18.59,8.88,9.71,13.8,1.5,0.85,93
2024-09-19,181793.0,PACA,Données consolidées,2024,9,19,12.0,19.49,0.53,0.5,0.24,90.77,7.37,68.38,14.28,21.25,7.6,13.65,98.9,1.82,1.13,93
2024-09-20,179324.0,PACA,Données consolidées,2024,9,20,13.82,19.17,0.52,0.49,0.07,91.01,7.63,68.56,14.72,20.46,8.87,11.59,113.5,2.45,1.54,93
2024-09-21,170976.0,PACA,Données consolidées,2024,9,21,12.67,18.28,0.52,0.49,0.0,91.04,7.6,67.47,15.16,21.78,9.7,12.08,117.6,3.87,2.39,93
2024-09-22,165471.0,PACA,Données consolidées,2024,9,22,9.88,18.29,0.52,0.49,0.71,90.79,8.46,76.43,14.3,18.78,11.53,7.25,123.6,3.87,2.43,93
2024-09-23,174485.0,PACA,Données consolidées,2024,9,23,9.11,17.89,0.55,0.66,29.94,90.32,8.37,84.28,12.49,17.76,8.36,9.4,305.0,2.83,1.62,93
2024-09-24,178008.0,PACA,Données consolidées,2024,9,24,6.79,18.79,0.57,0.55,0.67,90.33,7.03,78.71,11.24,17.0,6.94,10.06,308.1,3.36,1.99,93
2024-09-25,179005.0,PACA,Données consolidées,2024,9,25,13.46,18.51,0.56,0.54,0.05,90.43,7.4,75.52,12.65,18.9,6.05,12.85,255.1,2.76,1.62,93
2024-09-26,181625.0,PACA,Données consolidées,2024,9,26,2.6,16.89,0.56,0.55,2.57,90.06,11.41,90.53,15.94,21.17,12.45,8.72,176.0,4.98,3.27,93
2024-09-27,178982.0,PACA,Données consolidées,2024,9,27,12.1,18.96,0.56,0.54,0.1,90.12,7.59,72.56,13.45,19.06,6.9,12.16,302.3,4.22,2.72,93
2024-09-28,173351.0,PACA,Données consolidées,2024,9,28,15.55,18.76,0.56,0.52,0.02,90.51,5.42,64.7,10.97,18.81,5.45,13.36,332.2,5.45,3.55,93
2024-09-29,168032.0,PACA,Données consolidées,2024,9,29,17.25,18.23,0.56,0.52,0.07,91.16,6.39,67.73,12.33,18.84,6.88,11.96,136.1,3.08,1.92,93
2024-09-30,180719.0,PACA,Données consolidées,2024,9,30,12.89,17.61,0.55,0.52,0.13,91.05,7.64,74.78,13.47,20.2,8.56,11.64,316.9,3.02,1.87,93
2024-10-01,181072.0,PACA,Données consolidées,2024,10,1,7.53,16.61,0.55,0.53,3.58,90.57,9.69,85.95,14.37,20.6,8.75,11.85,271.6,3.09,1.95,93
2024-10-02,178851.0,PACA,Données consolidées,2024,10,2,13.92,17.89,0.56,0.56,1.11,89.76,7.69,72.53,13.8,19.33,9.69,9.64,296.2,3.47,2.23,93
2024-10-03,181311.0,PACA,Données consolidées,2024,10,3,11.5,16.99,0.56,0.53,0.76,89.46,7.25,70.99,12.84,16.58,9.94,6.64,335.0,1.49,0.97,93
2024-10-04,182055.0,PACA,Données consolidées,2024,10,4,12.65,16.76,0.56,0.54,1.43,89.9,7.04,77.58,11.17,14.97,8.51,6.46,194.0,1.63,1.03,93
2024-10-05,175615.0,PACA,Données consolidées,2024,10,5,15.76,17.07,0.56,0.53,0.25,90.26,6.7,73.12,11.55,17.45,7.05,10.4,262.8,1.85,1.25,93
2024-10-06,170625.0,PACA,Données consolidées,2024,10,6,6.72,15.78,0.55,0.53,0.4,90.29,6.78,74.5,11.23,15.12,7.41,7.71,111.8,1.86,1.12,93
2024-10-07,182390.0,PACA,Données consolidées,2024,10,7,3.75,14.8,0.55,0.54,1.8,90.32,10.27,92.09,14.04,16.94,11.4,5.54,120.1,4.74,3.1,93
2024-10-08,182159.0,PACA,Données consolidées,2024,10,8,5.16,15.78,0.6,0.73,31.4,89.75,9.66,92.69,12.78,16.73,8.09,8.64,183.3,4.6,2.96,93
2024-10-09,182403.0,PACA,Données consolidées,2024,10,9,4.8,15.57,0.61,0.63,3.66,89.62,9.38,89.55,12.86,15.84,7.82,8.02,166.3,5.1,3.36,93
2024-10-10,180151.0,PACA,Données consolidées,2024,10,10,13.32,16.35,0.61,0.63,1.05,89.51,6.99,74.6,11.76,16.41,6.25,10.16,321.0,5.87,3.87,93
2024-10-11,180157.0,PACA,Données consolidées,2024,10,11,14.75,16.16,0.61,0.6,0.01,90.28,5.71,68.37,10.65,17.84,3.79,14.05,312.9,2.74,1.73,93
2024-10-12,176348.0,PACA,Données consolidées,2024,10,12,9.36,14.77,0.6,0.62,2.74,90.81,7.54,86.91,10.34,14.57,5.31,9.26,122.7,2.9,1.71,93
2024-10-13,168913.0,PACA,Données consolidées,2024,10,13,12.91,14.9,0.61,0.62,0.35,90.94,8.6,81.3,13.55,20.03,9.22,10.81,336.2,2.73,1.72,93
2024-10-14,180187.0,PACA,Données consolidées,2024,10,14,7.25,13.14,0.61,0.61,0.99,91.02,9.16,80.51,14.4,19.75,10.37,9.38,32.4,2.0,1.18,93
2024-10-15,179324.0,PACA,Données consolidées,2024,10,15,11.88,13.5,0.6,0.6,0.42,90.91,10.07,78.51,16.75,22.75,12.63,10.12,113.3,3.66,2.26,93
2024-10-16,180523.0,PACA,Données consolidées,2024,10,16,4.08,13.08,0.62,0.72,15.89,90.73,10.94,92.53,15.03,16.89,13.78,3.11,124.2,5.05,3.35,93
2024-10-17,181158.0,PACA,Données consolidées,2024,10,17,7.58,13.93,0.63,0.71,13.2,90.65,11.0,91.06,15.38,18.15,13.02,5.13,127.8,5.95,3.98,93
2024-10-18,180595.0,PACA,Données consolidées,2024,10,18,8.09,14.06,0.66,0.75,9.74,90.53,8.64,90.07,11.87,14.81,7.78,7.03,147.1,2.76,1.76,93
2024-10-19,173309.0,PACA,Données consolidées,2024,10,19,10.89,14.04,0.66,0.68,0.01,90.7,7.16,77.88,11.61,18.02,7.04,10.98,10.9,2.16,1.18,93
2024-10-20,167832.0,PACA,Données consolidées,2024,10,20,9.32,13.33,0.65,0.67,0.16,91.26,8.71,78.08,14.29,20.26,8.1,12.16,61.0,1.97,1.12,93
2024-10-21,178248.0,PACA,Données consolidées,2024,10,21,9.78,13.15,0.65,0.67,0.01,91.69,8.84,81.17,14.29,20.05,10.58,9.47,112.8,2.79,1.72,93
2024-10-22,178252.0,PACA,Données consolidées,2024,10,22,11.06,12.91,0.65,0.66,0.16,91.75,8.92,81.89,14.24,19.09,10.44,8.65,137.5,1.52,0.98,93
2024-10-23,177132.0,PACA,Données consolidées,2024,10,23,9.23,12.45,0.65,0.67,1.03,91.7,9.38,86.97,13.9,16.95,11.82,5.13,93.7,1.06,0.71,93
2024-10-24,176732.0,PACA,Données consolidées,2024,10,24,6.19,12.56,0.65,0.68,3.18,91.51,8.75,89.52,12.37,16.32,9.59,6.73,116.8,2.78,1.66,93
2024-10-25,179274.0,PACA,Données consolidées,2024,10,25,7.84,11.82,0.68,0.81,27.49,91.15,8.68,91.06,11.82,15.61,8.95,6.66,111.4,3.57,2.13,93
2024-10-26,175554.0,PACA,Données consolidées,2024,10,26,2.12,10.91,0.73,0.88,41.86,90.82,9.29,94.56,12.12,14.59,9.06,5.53,114.8,4.86,3.1,93
2024-10-27,169120.0,PACA,Données consolidées,2024,10,27,4.91,10.63,0.76,0.82,8.09,91.25,8.76,90.29,12.1,14.42,9.58,4.84,106.0,3.21,2.0,93
2024-10-28,178907.0,PACA,Données consolidées,2024,10,28,10.44,11.38,0.76,0.78,0.03,91.6,8.21,82.74,12.67,18.0,9.13,8.87,92.6,2.15,1.25,93
2024-10-29,180988.0,PACA,Données consolidées,2024,10,29,10.52,10.82,0.75,0.78,0.04,91.57,8.69,85.35,13.06,18.27,9.26,9.01,45.1,1.77,1.0,93
2024-10-30,181910.0,PACA,Données consolidées,2024,10,30,10.65,10.75,0.75,0.77,0.01,91.49,8.45,79.36,13.82,19.79,9.5,10.29,75.8,2.02,1.17,93
2024-10-31,180913.0,PACA,Données consolidées,2024,10,31,11.05,11.17,0.75,0.77,0.13,91.56,8.0,77.3,13.36,19.09,9.84,9.25,87.3,2.03,1.25,93
2024-11-01,174542.0,PACA,Données consolidées,2024,11,1,11.76,11.98,0.74,0.77,0.06,91.48,6.94,75.15,11.75,17.87,7.8,10.07,62.9,1.83,1.08,93
2024-11-02,174474.0,PACA,Données consolidées,2024,11,2,11.7,11.87,0.74,0.76,0.08,91.38,6.52,70.71,11.76,18.87,6.76,12.11,21.8,2.16,1.22,93
2024-11-03,172096.0,PACA,Données consolidées,2024,11,3,11.11,11.21,0.74,0.76,0.01,91.62,7.54,75.61,12.62,19.37,8.44,10.93,49.1,2.11,1.24,93
2024-11-04,182840.0,PACA,Données consolidées,2024,11,4,11.12,11.24,0.73,0.76,0.08,91.55,7.41,81.63,11.55,17.76,7.61,10.15,52.5,1.89,1.14,93
2024-11-05,183693.0,PACA,Données consolidées,2024,11,5,7.64,10.18,0.73,0.76,0.03,91.47,7.68,79.1,12.23,16.5,9.91,6.59,50.0,1.46,0.91,93
2024-11-06,184475.0,PACA,Données consolidées,2024,11,6,6.08,9.83,0.73,0.76,0.35,91.59,8.01,86.6,11.5,14.89,8.95,5.94,87.7,1.32,0.8,93
2024-11-07,184305.0,PACA,Données consolidées,2024,11,7,8.29,10.07,0.73,0.76,0.02,91.65,6.32,74.96,10.4,14.88,7.38,7.5,96.6,2.26,1.28,93
2024-11-08,188743.0,PACA,Données consolidées,2024,11,8,9.76,10.49,0.73,0.75,0.09,91.43,5.6,71.23,9.24,14.45,6.49,7.96,101.3,2.75,1.49,93
2024-11-09,182529.0,PACA,Données consolidées,2024,11,9,4.18,9.79,0.73,0.77,3.04,91.27,6.81,83.33,9.61,13.76,6.78,6.98,70.6,1.87,1.08,93
2024-11-10,177096.0,PACA,Données consolidées,2024,11,10,9.6,9.91,0.73,0.76,0.01,91.11,6.78,79.8,10.29,15.71,7.06,8.65,64.3,1.84,1.12,93
2024-11-11,184973.0,PACA,Données consolidées,2024,11,11,9.92,10.21,0.73,0.75,0.02,91.1,5.02,66.01,8.83,14.83,5.19,9.64,6.2,2.06,1.24,93
2024-11-12,212235.0,PACA,Données consolidées,2024,11,12,3.0,8.91,0.74,0.8,9.18,90.72,5.04,84.02,4.95,7.14,2.73,4.41,76.8,4.39,2.84,93
2024-11-13,217011.0,PACA,Données consolidées,2024,11,13,9.39,9.96,0.74,0.76,0.0,91.05,4.36,71.89,5.67,12.76,0.81,11.95,19.5,2.75,1.59,93
2024-11-14,227092.0,PACA,Données consolidées,2024,11,14,9.4,10.02,0.73,0.76,0.0,90.93,4.41,74.99,5.19,12.54,1.13,11.41,49.5,2.45,1.37,93
2024-11-15,229519.0,PACA,Données consolidées,2024,11,15,9.73,10.02,0.73,0.76,0.0,91.2,3.86,59.18,6.16,12.36,2.3,10.06,358.0,2.25,1.4,93
2024-11-16,224629.0,PACA,Données consolidées,2024,11,16,9.16,9.8,0.73,0.76,0.01,91.07,4.95,72.72,6.54,11.93,3.55,8.38,352.9,2.14,1.25,93
2024-11-17,208873.0,PACA,Données consolidées,2024,11,17,8.88,9.48,0.73,0.75,0.0,90.42,4.95,78.88,5.96,13.65,1.56,12.09,333.0,4.03,2.3,93
2024-11-18,220014.0,PACA,Données consolidées,2024,11,18,7.36,9.43,0.73,0.75,0.0,90.2,4.82,71.64,6.73,13.55,1.92,11.63,351.3,2.58,1.45,93
2024-11-19,223262.0,PACA,Données consolidées,2024,11,19,7.47,9.27,0.73,0.75,0.76,90.02,5.11,77.94,6.14,11.42,2.7,8.72,310.2,4.14,2.6,93
2024-11-20,219216.0,PACA,Données consolidées,2024,11,20,7.94,9.47,0.73,0.76,2.17,89.43,4.49,74.81,4.16,7.91,-1.25,9.16,311.0,8.69,5.9,93
2024-11-21,243135.0,PACA,Données consolidées,2024,11,21,1.91,9.04,0.73,0.79,11.15,89.18,4.35,85.07,1.82,7.77,-3.71,11.48,277.8,4.88,3.15,93
2024-11-22,242001.0,PACA,Données consolidées,2024,11,22,6.01,9.58,0.74,0.77,0.06,89.7,2.97,73.22,-0.3,5.26,-4.56,9.82,326.8,5.85,3.79,93
2024-11-23,246196.0,PACA,Données consolidées,2024,11,23,7.57,9.11,0.74,0.77,0.48,91.31,2.94,68.49,0.77,6.63,-4.52,11.15,92.6,2.55,1.36,93
2024-11-24,222114.0,PACA,Données consolidées,2024,11,24,5.29,8.74,0.74,0.79,3.67,91.72,6.07,97.56,5.53,8.09,2.77,5.32,123.3,4.12,2.63,93
2024-11-25,221971.0,PACA,Données consolidées,2024,11,25,3.98,7.89,0.74,0.77,2.67,91.26,6.36,94.45,6.71,8.58,5.23,3.35,115.8,4.93,3.31,93
2024-11-26,214453.0,PACA,Données consolidées,2024,11,26,6.52,8.68,0.76,0.82,7.95,90.9,6.66,87.8,8.44,12.86,5.54,7.32,49.8,2.1,1.21,93
2024-11-27,220359.0,PACA,Données consolidées,2024,11,27,7.95,8.43,0.76,0.78,0.02,91.12,5.8,82.65,7.21,12.05,3.9,8.15,9.2,1.83,1.07,93
2024-11-28,226240.0,PACA,Données consolidées,2024,11,28,6.65,8.32,0.76,0.78,0.01,91.13,5.49,81.95,6.36,12.28,1.99,10.29,341.4,3.56,2.03,93
2024-11-29,225684.0,PACA,Données consolidées,2024,11,29,8.09,8.73,0.75,0.78,0.0,91.25,5.07,79.2,6.05,12.53,1.19,11.34,40.3,1.88,1.05,93
2024-11-30,220936.0,PACA,Données consolidées,2024,11,30,7.49,8.36,0.75,0.78,0.01,91.56,4.45,76.22,4.74,9.78,1.87,7.91,90.8,1.45,0.94,93
2024-12-01,220010.0,PACA,Données consolidées,2024,12,1,7.47,8.17,0.75,0.78,0.0,91.28,3.73,64.93,4.37,10.51,1.15,9.36,30.3,2.17,1.32,93
2024-12-02,237602.0,PACA,Données consolidées,2024,12,2,6.47,7.45,0.75,0.78,0.15,90.89,4.87,71.32,6.36,13.49,1.89,11.6,355.4,2.48,1.34,93
2024-12-03,238457.0,PACA,Données consolidées,2024,12,3,5.22,8.32,0.75,0.78,0.14,90.33,4.15,79.85,2.95,9.06,-1.53,10.59,2.4,2.86,1.62,93
2024-12-04,251082.0,PACA,Données consolidées,2024,12,4,7.55,8.12,0.75,0.78,0.0,90.66,3.87,71.11,3.5,8.17,1.1,7.07,9.6,1.81,1.12,93
2024-12-05,263531.0,PACA,Données consolidées,2024,12,5,7.0,8.11,0.75,0.77,0.0,91.07,3.63,71.38,2.7,7.12,0.52,6.6,358.9,1.84,1.1,93
2024-12-06,251864.0,PACA,Données consolidées,2024,12,6,6.82,7.97,0.75,0.77,0.17,90.56,3.98,72.65,3.58,9.17,-0.59,9.76,341.8,5.11,3.12,93
2024-12-07,245461.0,PACA,Données consolidées,2024,12,7,2.11,7.63,0.75,0.78,1.84,89.89,4.2,74.89,3.41,9.12,-0.51,9.63,316.8,5.02,3.2,93
2024-12-08,242822.0,PACA,Données consolidées,2024,12,8,5.8,7.84,0.75,0.77,0.11,89.07,3.56,84.31,0.25,6.04,-2.41,8.45,332.4,5.55,3.54,93
2024-12-09,260156.0,PACA,Données consolidées,2024,12,9,4.05,7.41,0.75,0.77,0.25,89.7,4.03,83.1,1.77,4.33,-1.17,5.5,39.4,1.27,0.72,93
2024-12-10,260948.0,PACA,Données consolidées,2024,12,10,4.54,7.26,0.75,0.77,0.01,90.42,3.58,75.46,1.79,7.0,-1.25,8.25,24.2,1.59,0.92,93
2024-12-11,265556.0,PACA,Données consolidées,2024,12,11,6.21,7.5,0.75,0.77,0.02,90.97,3.61,75.06,2.02,7.07,-1.01,8.08,61.0,1.99,1.07,93
2024-12-12,262732.0,PACA,Données consolidées,2024,12,12,7.21,7.58,0.74,0.77,0.02,91.25,3.56,77.61,1.45,8.18,-1.84,10.02,68.2,2.6,1.37,93
2024-12-13,265021.0,PACA,Données consolidées,2024,12,13,2.77,7.14,0.75,0.78,2.57,91.15,4.34,88.77,2.1,6.58,-0.76,7.34,83.4,3.11,1.74,93
2024-12-14,248657.0,PACA,Données consolidées,2024,12,14,3.35,7.41,0.75,0.79,1.79,90.97,4.42,93.92,1.43,5.97,-2.27,8.24,324.2,2.99,1.78,93
2024-12-15,254248.0,PACA,Données consolidées,2024,12,15,6.76,7.77,0.75,0.78,0.0,91.4,3.72,77.36,2.12,8.72,-2.58,11.3,16.6,2.62,1.52,93
2024-12-16,269009.0,PACA,Données consolidées,2024,12,16,7.22,7.67,0.75,0.77,0.0,92.24,3.28,51.38,6.04,12.75,3.08,9.67,18.8,1.83,1.08,93
2024-12-17,266021.0,PACA,Données consolidées,2024,12,17,5.49,7.67,0.75,0.77,0.0,91.86,3.89,67.75,4.47,9.69,1.34,8.35,340.4,1.97,1.17,93
2024-12-18,253018.0,PACA,Données consolidées,2024,12,18,5.9,7.18,0.75,0.77,0.0,91.37,4.12,66.6,5.61,11.03,0.59,10.44,3.0,1.9,1.15,93
2024-12-19,252588.0,PACA,Données consolidées,2024,12,19,2.8,6.97,0.75,0.77,0.83,90.23,5.19,86.25,4.69,10.86,0.0,10.86,322.8,4.63,3.03,93
2024-12-20,263581.0,PACA,Données consolidées,2024,12,20,7.02,7.91,0.74,0.77,0.0,90.29,2.6,66.03,-0.55,4.26,-3.77,8.03,342.2,7.49,4.87,93
2024-12-21,257756.0,PACA,Données consolidées,2024,12,21,7.33,7.7,0.74,0.77,0.0,90.93,3.34,77.09,0.76,7.51,-3.2,10.71,7.3,2.61,1.31,93
2024-12-22,248768.0,PACA,Données consolidées,2024,12,22,3.06,7.41,0.74,0.78,1.67,90.06,4.51,92.88,1.69,5.46,-1.22,6.68,312.0,6.76,4.41,93
2024-12-23,262367.0,PACA,Données consolidées,2024,12,23,4.05,7.74,0.74,0.76,0.11,89.95,3.02,70.71,0.27,3.28,-1.33,4.61,333.2,10.51,7.16,93
2024-12-24,263282.0,PACA,Données consolidées,2024,12,24,7.06,7.92,0.74,0.76,0.0,90.73,2.5,56.52,1.08,7.43,-3.45,10.88,10.3,3.26,2.04,93
2024-12-25,253102.0,PACA,Données consolidées,2024,12,25,7.0,7.76,0.74,0.77,0.0,91.54,2.52,46.05,3.75,9.45,0.2,9.25,41.4,1.8,1.07,93
2024-12-26,268029.0,PACA,Données consolidées,2024,12,26,7.23,7.84,0.74,0.77,0.0,91.8,2.48,48.09,3.1,9.52,-1.41,10.93,24.3,2.23,1.21,93
2024-12-27,271751.0,PACA,Données consolidées,2024,12,27,7.28,7.79,0.74,0.77,0.0,91.87,2.56,46.1,3.9,10.1,0.0,10.1,32.8,2.16,1.2,93
2024-12-28,265940.0,PACA,Données consolidées,2024,12,28,7.19,7.57,0.74,0.77,0.0,91.63,2.83,41.31,6.87,12.39,4.42,7.97,56.3,1.66,1.04,93
2024-12-29,263600.0,PACA,Données consolidées,2024,12,29,6.94,7.67,0.74,0.77,0.0,91.55,3.43,49.47,6.95,12.58,4.65,7.93,78.1,1.87,1.14,93
2024-12-30,271157.0,PACA,Données consolidées,2024,12,30,7.33,7.78,0.74,0.77,0.0,91.69,3.36,51.82,6.21,11.73,3.46,8.27,71.9,1.58,1.0,93
2024-12-31,271842.0,PACA,Données consolidées,2024,12,31,7.62,7.84,0.74,0.76,0.0,91.79,3.47,59.27,4.87,10.24,2.56,7.68,58.9,1.5,0.96,93
2020-01-01,159190.0,Pays-de-la-Loire,Données définitives,2020,1,1,2.05,5.03,0.56,0.59,2.34,102.15,6.08,98.82,6.71,10.95,2.64,8.31,219.4,2.93,1.7,52
2020-01-02,170840.0,Pays-de-la-Loire,Données définitives,2020,1,2,2.06,4.72,0.56,0.59,0.88,101.81,6.33,97.08,7.71,10.95,5.01,5.94,208.6,4.14,2.64,52
2020-01-03,167833.0,Pays-de-la-Loire,Données définitives,2020,1,3,3.36,5.77,0.56,0.59,1.31,101.95,6.6,93.41,8.96,12.46,2.17,10.29,261.4,5.75,3.86,52
2020-01-04,167252.0,Pays-de-la-Loire,Données définitives,2020,1,4,5.63,6.06,0.56,0.58,0.03,102.97,4.57,92.77,3.71,9.36,-0.24,9.6,341.1,2.17,1.15,52
2020-01-05,168438.0,Pays-de-la-Loire,Données définitives,2020,1,5,3.86,6.08,0.56,0.58,0.06,102.81,4.87,93.36,4.48,8.6,1.62,6.98,67.4,2.33,1.43,52
2020-01-06,211104.0,Pays-de-la-Loire,Données définitives,2020,1,6,2.74,5.89,0.56,0.58,0.33,101.95,4.76,93.53,3.93,8.92,-0.59,9.51,199.3,4.33,2.98,52
2020-01-07,191244.0,Pays-de-la-Loire,Données définitives,2020,1,7,2.43,5.28,0.56,0.58,0.76,102.09,7.54,97.01,10.45,13.11,8.4,4.71,230.4,4.41,2.88,52
2020-01-08,181255.0,Pays-de-la-Loire,Données définitives,2020,1,8,1.75,5.44,0.56,0.59,1.64,101.91,7.77,95.77,11.1,12.71,10.31,2.4,211.5,5.28,3.56,52
2020-01-09,179362.0,Pays-de-la-Loire,Données définitives,2020,1,9,2.18,5.5,0.56,0.6,4.54,100.76,7.28,92.8,10.4,12.36,8.56,3.8,207.4,8.0,5.45,52
2020-01-10,185564.0,Pays-de-la-Loire,Données définitives,2020,1,10,3.9,6.27,0.57,0.59,0.86,101.85,5.24,83.81,7.28,9.68,3.91,5.77,305.4,4.38,2.93,52
2020-01-11,171778.0,Pays-de-la-Loire,Données définitives,2020,1,11,4.59,6.24,0.56,0.58,0.0,102.41,4.6,93.04,3.87,8.43,1.08,7.35,193.1,3.72,2.26,52
2020-01-12,157464.0,Pays-de-la-Loire,Données définitives,2020,1,12,3.74,6.11,0.56,0.58,0.43,101.88,6.28,96.79,7.28,12.35,3.23,9.12,225.8,4.69,2.97,52
2020-01-13,185429.0,Pays-de-la-Loire,Données définitives,2020,1,13,2.9,6.3,0.56,0.6,2.79,100.87,6.47,93.94,8.47,10.55,6.19,4.36,197.3,6.82,4.58,52
2020-01-14,189666.0,Pays-de-la-Loire,Données définitives,2020,1,14,1.43,5.75,0.57,0.62,6.62,100.18,6.98,90.34,10.09,11.4,6.67,4.73,199.6,10.84,7.42,52
2020-01-15,188963.0,Pays-de-la-Loire,Données définitives,2020,1,15,3.44,6.24,0.57,0.6,1.23,100.75,5.86,92.53,6.77,12.24,3.35,8.89,202.2,6.76,4.37,52
2020-01-16,187031.0,Pays-de-la-Loire,Données définitives,2020,1,16,5.87,6.64,0.57,0.59,1.36,101.14,6.15,91.66,8.13,12.82,4.18,8.64,172.2,7.27,4.96,52
2020-01-17,181004.0,Pays-de-la-Loire,Données définitives,2020,1,17,5.94,6.78,0.57,0.61,3.61,101.37,5.73,86.4,8.03,10.6,4.13,6.47,248.6,6.07,4.05,52
