Datetime,Consommation,Regions,Nature,year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M,insee_dep
2020-01-01,403787.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,1,5.39,6.8,0.68,0.73,0.03,96.15,4.17,96.11,0.81,5.26,-1.36,6.62,314.6,1.44,0.82,83
2020-01-02,443531.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,2,4.78,6.45,0.68,0.73,0.01,95.93,4.41,92.78,2.44,8.35,-0.89,9.24,200.2,3.64,2.26,83
2020-01-03,434626.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,3,3.8,6.38,0.68,0.73,0.08,95.95,5.0,93.72,3.94,8.16,1.49,6.67,246.6,3.21,1.91,83
2020-01-04,395169.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,4,3.91,6.99,0.68,0.73,0.4,96.35,4.76,94.68,3.18,5.62,-0.64,6.26,335.6,4.34,2.77,83
2020-01-05,400169.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,5,5.85,7.13,0.67,0.73,0.09,96.35,3.96,93.92,0.77,4.06,-1.25,5.31,354.9,3.75,2.43,83
2020-01-06,457041.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,6,6.95,6.98,0.67,0.73,0.01,95.9,4.43,92.93,1.99,8.91,-2.41,11.32,201.8,3.69,2.08,83
2020-01-07,458303.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,7,4.64,7.23,0.67,0.73,0.12,96.07,5.09,96.32,3.83,6.98,0.86,6.12,315.3,2.52,1.5,83
2020-01-08,448538.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,8,5.05,7.02,0.67,0.73,0.12,96.07,6.15,97.34,6.37,9.64,4.13,5.51,256.7,1.31,0.66,83
2020-01-09,432461.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,9,6.65,7.27,0.67,0.73,0.71,95.34,5.22,86.96,5.84,10.4,2.91,7.49,193.1,5.98,3.85,83
2020-01-10,425108.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,10,4.48,7.33,0.67,0.73,0.9,95.62,5.03,92.85,4.34,8.3,2.08,6.22,285.8,3.68,2.3,83
2020-01-11,401824.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,11,4.02,7.71,0.67,0.73,0.09,96.19,4.17,93.62,1.63,5.07,-1.81,6.88,352.4,2.9,1.92,83
2020-01-12,400146.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,12,7.45,7.75,0.67,0.73,0.0,95.91,2.94,72.18,0.8,6.92,-3.42,10.34,270.1,1.85,0.99,83
2020-01-13,454216.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,13,5.23,7.53,0.67,0.73,0.02,95.26,4.43,89.01,2.98,7.1,-1.01,8.11,188.1,3.88,2.45,83
2020-01-14,445801.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,14,6.28,7.47,0.67,0.72,0.03,94.97,5.2,89.34,5.22,8.89,2.25,6.64,184.3,8.34,5.55,83
2020-01-15,433813.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,15,3.99,7.64,0.67,0.72,0.16,95.31,5.58,88.91,6.4,9.23,4.08,5.15,187.2,7.89,5.19,83
2020-01-16,430280.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,16,7.6,7.76,0.67,0.72,0.05,95.67,5.51,90.7,5.84,10.49,1.64,8.85,184.1,5.01,3.13,83
2020-01-17,438926.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,17,1.8,7.19,0.67,0.74,5.3,95.46,5.56,93.72,5.5,8.46,1.34,7.12,220.9,4.89,3.14,83
2020-01-18,410028.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,18,7.12,8.49,0.67,0.73,0.08,95.79,4.05,91.17,1.61,5.16,-0.56,5.72,351.7,3.09,1.96,83
2020-01-19,427606.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,19,6.67,8.54,0.67,0.73,0.08,96.12,3.5,90.65,-0.18,2.86,-1.65,4.51,6.7,8.05,5.43,83
2020-01-20,487593.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,20,6.66,8.06,0.67,0.72,0.05,96.63,3.11,90.34,-1.59,2.74,-3.71,6.45,2.7,4.15,2.74,83
2020-01-21,492087.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,21,6.18,7.77,0.67,0.72,0.02,96.63,3.0,88.71,-1.79,1.36,-3.55,4.91,358.8,1.43,0.82,83
2020-01-22,491963.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,22,5.53,6.94,0.67,0.72,0.06,96.14,3.3,82.38,0.24,5.0,-1.76,6.76,88.8,1.08,0.64,83
2020-01-23,494342.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,23,4.9,6.92,0.67,0.72,0.01,95.61,4.2,86.06,1.63,4.62,-0.81,5.43,168.7,2.18,1.11,83
2020-01-24,472912.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,24,5.8,7.53,0.67,0.72,0.04,95.37,5.26,95.94,3.52,9.3,0.98,8.32,186.6,2.67,1.39,83
2020-01-25,420233.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,25,5.16,7.84,0.67,0.72,0.39,95.13,5.07,93.91,3.52,9.42,0.31,9.11,191.8,2.95,1.62,83
2020-01-26,399845.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,26,4.56,8.1,0.67,0.73,2.58,95.0,5.2,96.23,3.84,8.69,0.52,8.17,213.3,2.75,1.42,83
2020-01-27,450909.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,27,3.87,8.35,0.67,0.73,1.21,94.64,4.81,92.29,3.44,6.68,0.01,6.67,198.1,5.0,3.23,83
2020-01-28,452258.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,28,4.04,9.23,0.67,0.73,1.46,94.3,5.02,85.39,5.33,7.62,3.87,3.75,252.3,6.71,4.4,83
2020-01-29,454475.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,29,4.74,9.28,0.67,0.73,1.18,94.94,4.95,93.27,3.86,7.53,0.25,7.28,270.2,3.35,1.98,83
2020-01-30,465318.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,30,3.41,9.08,0.67,0.74,3.18,94.92,5.44,94.97,4.55,8.75,-1.12,9.87,208.3,3.36,1.96,83
2020-01-31,422197.0,Auvergne-Rhône-Alpes,Données définitives,2020,1,31,7.37,9.32,0.68,0.73,0.29,95.01,6.78,96.13,7.66,12.19,4.5,7.69,249.6,2.53,1.32,83
2020-02-01,378461.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,1,3.92,9.26,0.68,0.73,1.24,94.93,6.34,94.37,7.0,12.64,4.21,8.43,230.3,4.46,2.73,83
2020-02-02,363632.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,2,1.87,9.15,0.68,0.74,2.37,95.35,7.41,94.33,9.47,14.14,4.51,9.63,242.6,4.28,2.6,83
2020-02-03,393313.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,3,7.19,9.12,0.68,0.73,0.03,95.48,6.83,87.58,9.56,15.61,6.25,9.36,248.6,3.85,2.23,83
2020-02-04,425782.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,4,6.39,10.72,0.68,0.73,2.11,95.44,4.54,85.23,4.0,7.98,1.33,6.65,310.0,7.79,5.21,83
2020-02-05,449093.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,5,9.05,11.05,0.68,0.73,0.46,96.25,4.15,90.05,2.18,6.17,-2.14,8.31,356.3,5.32,3.52,83
2020-02-06,468192.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,6,8.49,10.71,0.67,0.73,0.0,95.81,3.61,86.64,0.69,6.55,-3.29,9.84,147.9,2.68,1.45,83
2020-02-07,461172.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,7,10.7,10.85,0.67,0.73,0.0,95.48,4.57,88.52,3.64,10.64,-1.13,11.77,186.8,4.04,2.36,83
2020-02-08,406966.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,8,10.05,10.79,0.67,0.72,0.0,95.48,5.01,89.29,4.51,10.53,-0.51,11.04,198.2,4.36,2.62,83
2020-02-09,384665.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,9,8.53,10.6,0.67,0.72,0.05,95.42,5.41,88.98,5.59,9.46,1.34,8.12,197.5,7.21,4.7,83
2020-02-10,406279.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,10,6.46,11.13,0.67,0.72,0.21,95.01,6.21,80.89,9.28,11.73,7.16,4.57,252.0,8.26,5.52,83
2020-02-11,420942.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,11,5.39,11.2,0.66,0.72,1.28,95.14,5.23,85.53,6.03,9.81,0.62,9.19,282.7,5.31,3.43,83
2020-02-12,438551.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,12,10.76,12.07,0.66,0.72,0.04,95.43,3.83,79.98,2.81,7.68,-1.16,8.84,278.2,2.25,1.39,83
2020-02-13,466590.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,13,3.62,11.11,0.66,0.72,0.8,94.75,4.95,85.04,4.84,10.52,-1.53,12.05,227.3,6.41,4.14,83
2020-02-14,435026.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,14,7.72,12.26,0.66,0.72,0.43,95.51,4.82,87.78,4.62,9.14,2.11,7.03,321.0,3.02,1.86,83
2020-02-15,393602.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,15,11.82,12.38,0.66,0.71,0.0,95.49,4.88,82.71,5.77,13.65,-0.72,14.37,192.3,4.22,2.72,83
2020-02-16,361967.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,16,7.28,12.04,0.66,0.71,0.05,95.25,6.11,89.07,7.59,10.62,3.94,6.68,188.4,9.15,6.16,83
2020-02-17,413431.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,17,2.58,11.91,0.66,0.72,3.63,95.42,6.23,93.09,7.17,10.2,1.42,8.78,207.3,5.66,3.64,83
2020-02-18,431508.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,18,10.91,13.33,0.66,0.72,0.17,96.06,4.18,84.52,3.29,8.03,-0.16,8.19,308.9,2.99,1.77,83
2020-02-19,447309.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,19,5.39,12.92,0.66,0.72,0.71,95.83,4.87,90.81,4.15,7.86,0.48,7.38,290.5,3.71,2.34,83
2020-02-20,433757.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,20,13.41,13.56,0.66,0.71,0.07,95.52,4.88,83.46,5.74,13.3,1.75,11.55,230.0,2.45,1.4,83
2020-02-21,415764.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,21,12.13,13.89,0.65,0.71,0.24,96.05,4.11,78.05,4.11,8.51,1.55,6.96,348.1,2.87,1.76,83
2020-02-22,380163.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,22,13.62,13.85,0.65,0.71,0.0,96.18,3.64,59.24,6.5,14.26,-0.17,14.43,260.5,1.67,1.02,83
2020-02-23,349081.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,23,13.58,14.01,0.65,0.7,0.0,96.09,5.07,74.25,7.84,17.28,0.26,17.02,271.0,2.8,1.49,83
2020-02-24,378127.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,24,14.33,14.4,0.65,0.7,0.01,95.46,5.88,85.71,7.82,16.0,2.78,13.22,259.1,2.63,1.43,83
2020-02-25,402755.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,25,6.49,13.86,0.65,0.7,1.13,94.34,5.08,88.82,4.81,10.68,1.09,9.59,253.4,4.72,2.92,83
2020-02-26,437904.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,26,7.77,15.02,0.65,0.71,1.42,94.26,3.84,82.79,2.02,4.07,-1.41,5.48,288.8,6.27,4.07,83
2020-02-27,459298.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,27,5.4,14.48,0.65,0.71,1.42,94.17,4.73,89.93,3.44,10.8,-1.24,12.04,247.4,6.6,4.29,83
2020-02-28,435356.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,28,13.99,14.93,0.64,0.7,0.06,94.95,4.44,79.84,4.88,10.91,-0.8,11.71,208.9,2.37,1.5,83
2020-02-29,373727.0,Auvergne-Rhône-Alpes,Données définitives,2020,2,29,4.49,13.91,0.64,0.7,2.15,93.85,5.87,86.09,7.3,11.92,3.95,7.97,191.5,7.98,5.27,83
2020-03-01,352672.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,1,9.28,14.85,0.64,0.7,1.44,93.63,5.15,84.66,5.81,12.03,1.79,10.24,216.0,5.47,3.5,83
2020-03-02,421011.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,2,2.38,15.36,0.65,0.73,9.3,92.63,5.09,87.6,4.84,9.09,1.72,7.37,261.7,7.82,5.22,83
2020-03-03,430085.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,3,10.27,15.8,0.65,0.71,0.62,93.86,4.12,84.64,2.77,6.8,-1.75,8.55,308.6,2.78,1.76,83
2020-03-04,429217.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,4,11.09,15.87,0.65,0.71,0.13,94.52,4.46,81.99,4.46,8.77,-0.1,8.87,260.3,2.38,1.51,83
2020-03-05,426819.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,5,5.18,15.02,0.66,0.73,7.15,93.34,5.74,87.27,6.7,10.96,3.59,7.37,216.0,7.57,5.0,83
2020-03-06,422612.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,6,9.14,16.4,0.66,0.72,1.47,93.75,4.45,84.58,3.77,8.26,-0.35,8.61,302.4,3.51,2.26,83
2020-03-07,388312.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,7,10.2,16.71,0.66,0.71,0.3,95.14,4.22,85.6,3.11,6.68,-0.36,7.04,337.8,4.57,3.0,83
2020-03-08,374117.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,8,14.59,16.7,0.65,0.71,1.17,95.13,4.81,83.77,5.09,11.7,-1.18,12.88,256.6,2.49,1.48,83
2020-03-09,415662.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,9,10.45,17.17,0.65,0.71,1.17,95.06,4.54,86.69,3.8,6.99,-0.1,7.09,311.3,4.76,2.98,83
2020-03-10,437959.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,10,5.77,16.13,0.65,0.72,1.96,95.26,5.57,94.55,5.2,9.13,0.27,8.86,245.8,2.79,1.63,83
2020-03-11,396291.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,11,14.16,17.16,0.65,0.71,0.02,95.35,7.1,84.31,10.78,16.67,4.85,11.82,298.2,1.69,1.03,83
2020-03-12,384570.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,12,10.84,16.25,0.65,0.71,3.66,95.17,7.01,87.77,9.62,15.65,3.97,11.68,268.7,2.81,1.67,83
2020-03-13,379228.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,13,13.88,18.38,0.65,0.71,0.11,95.3,4.42,78.03,5.12,9.66,-0.12,9.78,345.8,3.64,2.31,83
2020-03-14,358077.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,14,17.69,18.43,0.65,0.7,0.0,95.19,4.13,77.87,4.26,10.71,-1.96,12.67,340.1,3.02,1.82,83
2020-03-15,332627.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,15,17.59,17.97,0.65,0.69,0.0,94.83,5.28,79.76,7.08,13.22,0.24,12.98,183.9,6.25,4.12,83
2020-03-16,360860.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,16,13.94,17.11,0.64,0.69,0.08,95.19,5.15,73.69,7.93,12.88,4.46,8.42,186.6,5.08,3.27,83
2020-03-17,345794.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,17,16.25,17.07,0.64,0.69,0.0,96.04,5.53,72.99,9.66,16.14,3.58,12.56,307.4,1.74,1.05,83
2020-03-18,322196.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,18,18.2,18.24,0.63,0.68,0.0,95.85,6.63,81.61,10.38,17.09,3.54,13.55,354.5,2.23,1.34,83
2020-03-19,306999.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,19,18.02,18.47,0.63,0.68,0.0,95.44,6.66,78.31,11.12,18.54,5.12,13.42,196.8,3.11,1.8,83
2020-03-20,298867.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,20,17.88,18.61,0.62,0.67,0.0,95.15,5.68,73.01,10.04,17.1,3.85,13.25,198.8,3.08,1.74,83
2020-03-21,275192.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,21,16.92,18.15,0.62,0.67,0.06,94.7,6.46,82.58,9.72,15.7,3.46,12.24,7.3,2.37,1.46,83
2020-03-22,277575.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,22,10.78,17.57,0.62,0.67,0.2,94.82,6.16,93.13,7.04,8.76,5.01,3.75,17.7,2.03,1.42,83
2020-03-23,308645.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,23,14.53,18.0,0.62,0.67,0.1,95.29,5.85,87.09,7.47,12.26,4.76,7.5,39.0,1.69,1.22,83
2020-03-24,327213.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,24,18.7,20.1,0.62,0.66,0.05,95.26,4.24,75.97,5.0,10.05,-0.01,10.06,41.1,1.97,1.31,83
2020-03-25,336056.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,25,18.59,20.46,0.61,0.65,0.29,94.79,3.76,74.87,3.59,9.95,-2.42,12.37,28.8,2.72,1.72,83
2020-03-26,337171.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,26,18.2,20.16,0.61,0.65,0.89,94.41,3.62,76.01,2.85,7.6,-0.54,8.14,11.9,2.52,1.63,83
2020-03-27,329479.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,27,17.32,19.99,0.61,0.65,0.03,94.65,4.26,79.27,4.36,11.42,-2.66,14.08,343.8,3.05,1.91,83
2020-03-28,297573.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,28,18.95,19.9,0.6,0.65,0.21,94.87,5.71,81.12,8.1,13.71,3.1,10.61,347.4,3.02,1.86,83
2020-03-29,296802.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,29,9.67,19.73,0.6,0.65,0.78,94.93,4.79,87.26,4.26,7.49,0.33,7.16,352.1,6.48,4.31,83
2020-03-30,353522.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,30,7.16,19.22,0.6,0.65,0.69,94.87,3.82,85.46,1.66,5.85,-2.61,8.46,4.9,5.87,3.95,83
2020-03-31,352438.0,Auvergne-Rhône-Alpes,Données définitives,2020,3,31,19.45,21.5,0.6,0.64,0.0,95.02,3.48,79.63,1.73,10.13,-4.65,14.78,357.3,3.27,2.09,83
2020-04-01,343841.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,1,21.11,21.8,0.6,0.64,0.0,94.79,4.18,75.85,5.01,13.75,-3.39,17.14,240.2,1.55,0.92,83
2020-04-02,332085.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,2,20.46,21.97,0.59,0.63,0.0,94.53,4.05,72.84,5.37,13.25,-0.97,14.22,316.4,2.75,1.61,83
2020-04-03,325001.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,3,22.28,22.61,0.59,0.63,0.0,94.85,4.22,78.55,4.43,11.52,-2.78,14.3,356.3,4.06,2.53,83
2020-04-04,300724.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,4,22.8,22.9,0.59,0.62,0.0,95.15,4.95,75.88,7.24,16.36,-1.02,17.38,151.8,2.69,1.54,83
2020-04-05,273211.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,5,22.88,22.9,0.58,0.61,0.0,95.17,4.59,65.79,8.57,16.32,1.18,15.14,180.3,5.15,3.17,83
2020-04-06,292396.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,6,23.0,23.04,0.57,0.61,0.0,95.52,4.77,64.29,9.29,16.64,2.86,13.78,188.1,5.07,3.09,83
2020-04-07,295662.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,7,22.72,22.75,0.57,0.6,0.0,95.84,5.35,64.03,11.1,18.61,4.95,13.66,175.4,2.8,1.63,83
2020-04-08,288221.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,8,23.1,23.19,0.56,0.59,0.0,95.67,5.07,60.79,11.4,19.14,4.39,14.75,185.3,3.09,1.72,83
2020-04-09,285720.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,9,23.08,23.3,0.56,0.59,0.0,95.46,5.84,61.28,12.88,19.77,5.35,14.42,355.6,2.39,1.42,83
2020-04-10,279177.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,10,23.02,23.53,0.55,0.58,0.0,95.39,6.17,62.13,13.94,21.37,7.24,14.13,221.9,2.02,1.15,83
2020-04-11,255622.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,11,23.66,23.94,0.55,0.57,0.0,95.37,5.87,62.29,13.04,21.11,5.17,15.94,193.3,2.51,1.4,83
2020-04-12,248414.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,12,19.75,23.86,0.54,0.57,0.0,95.01,5.14,59.58,11.6,17.97,5.2,12.77,193.9,4.41,2.78,83
2020-04-13,253211.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,13,16.44,22.52,0.54,0.56,0.0,94.62,5.27,61.56,11.5,17.41,4.58,12.83,158.3,2.75,1.63,83
2020-04-14,280720.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,14,25.51,25.7,0.53,0.56,0.01,94.89,4.55,67.0,8.19,13.84,1.46,12.38,1.4,6.23,4.12,83
2020-04-15,293305.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,15,24.56,24.6,0.53,0.55,0.0,95.12,5.65,70.48,10.1,19.06,0.38,18.68,190.6,4.27,2.68,83
2020-04-16,286678.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,16,22.07,23.83,0.52,0.55,0.0,95.06,5.92,62.44,12.82,20.09,6.18,13.91,189.8,4.67,3.03,83
2020-04-17,277222.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,17,19.64,23.7,0.52,0.54,0.05,94.82,6.53,66.47,13.21,20.6,6.04,14.56,188.0,4.02,2.59,83
2020-04-18,255380.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,18,19.64,23.45,0.52,0.55,2.37,94.89,8.09,80.36,13.64,19.35,7.38,11.97,149.4,1.82,1.08,83
2020-04-19,249140.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,19,7.66,21.82,0.52,0.58,4.31,94.41,8.86,88.44,13.22,17.02,10.1,6.92,76.4,1.55,0.97,83
2020-04-20,277381.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,20,13.22,23.45,0.52,0.58,3.81,93.99,9.19,89.75,13.52,18.08,10.06,8.02,336.8,1.98,1.2,83
2020-04-21,283324.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,21,10.31,23.65,0.53,0.57,0.82,94.0,8.4,81.48,13.87,18.84,10.07,8.77,12.3,1.88,1.16,83
2020-04-22,287380.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,22,19.75,24.99,0.52,0.56,1.85,94.56,8.0,77.51,14.0,19.17,7.88,11.29,297.9,1.23,0.76,83
2020-04-23,286188.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,23,20.92,25.29,0.52,0.55,0.05,95.01,7.82,74.2,14.68,20.77,8.39,12.38,343.1,2.11,1.25,83
2020-04-24,277915.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,24,20.9,25.52,0.52,0.54,0.1,94.77,7.98,72.56,15.06,20.59,7.96,12.63,3.6,1.91,1.17,83
2020-04-25,250937.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,25,18.85,25.07,0.51,0.54,1.29,94.31,8.33,74.66,15.04,19.73,11.34,8.39,21.1,1.13,0.73,83
2020-04-26,243689.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,26,14.91,24.88,0.51,0.55,1.3,94.29,8.01,82.38,12.85,16.48,9.29,7.19,3.1,1.78,1.16,83
2020-04-27,277244.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,27,16.77,24.56,0.51,0.56,6.3,94.24,7.95,82.78,12.61,18.09,6.48,11.61,186.6,3.57,2.26,83
2020-04-28,292315.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,28,11.12,25.73,0.53,0.61,9.34,94.22,6.89,81.16,10.97,16.43,6.65,9.78,275.1,2.55,1.69,83
2020-04-29,294680.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,29,19.77,27.08,0.53,0.56,0.61,94.42,6.23,72.65,11.37,17.09,6.52,10.57,254.7,2.85,1.83,83
2020-04-30,295132.0,Auvergne-Rhône-Alpes,Données définitives,2020,4,30,10.21,27.1,0.53,0.58,4.95,94.23,6.6,80.29,10.36,14.78,6.67,8.11,234.0,4.66,2.96,83
2020-05-01,269396.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,1,6.35,26.54,0.54,0.62,10.2,94.18,7.18,84.32,10.76,16.19,6.72,9.47,238.0,5.13,3.3,83
2020-05-02,270075.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,2,11.31,26.49,0.55,0.63,12.74,94.66,8.23,88.43,12.12,16.47,7.87,8.6,275.9,3.05,1.9,83
2020-05-03,257922.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,3,17.52,26.65,0.56,0.63,3.5,95.01,8.67,88.29,13.0,17.39,9.17,8.22,326.6,1.48,0.99,83
2020-05-04,288117.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,4,27.14,27.57,0.55,0.59,0.05,94.82,9.1,74.84,16.85,23.61,10.59,13.02,170.2,2.6,1.72,83
2020-05-05,285269.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,5,19.12,26.57,0.55,0.6,2.59,94.72,9.37,80.67,15.6,22.03,10.87,11.16,253.1,3.91,2.51,83
2020-05-06,281979.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,6,22.4,27.91,0.54,0.58,0.07,95.16,7.95,79.59,13.55,18.95,7.83,11.12,357.2,3.92,2.54,83
2020-05-07,282892.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,7,26.62,27.85,0.54,0.56,0.0,95.28,7.57,69.09,15.08,22.96,6.0,16.96,159.4,2.32,1.4,83
2020-05-08,254207.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,8,24.41,27.21,0.53,0.55,0.0,94.98,7.73,67.88,15.62,22.35,10.34,12.01,189.4,4.43,2.76,83
2020-05-09,247236.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,9,23.07,26.98,0.52,0.55,0.49,94.5,7.89,70.17,15.54,23.17,9.04,14.13,186.2,4.1,2.64,83
2020-05-10,240938.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,10,14.73,25.85,0.52,0.56,3.47,93.85,8.71,81.92,14.12,18.39,10.99,7.4,173.6,4.69,3.06,83
2020-05-11,284452.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,11,17.38,28.03,0.53,0.6,7.45,93.57,7.29,83.47,10.89,17.29,3.5,13.79,347.6,3.71,2.44,83
2020-05-12,305758.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,12,11.01,28.2,0.53,0.57,1.1,94.43,5.71,83.46,7.51,12.3,2.9,9.4,3.7,2.69,1.81,83
2020-05-13,313482.0,Auvergne-Rhône-Alpes,Données définitives,2020,5,13,7.92,26.61,0.54,0.64,16.56,93.96,7.21,90.72,9.6,13.83,5.96,7.87,8.2,2.78,1.85,83
