date,year,month,day,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,GWETROOT,GWETTOP,PRECTOTCORR,PS,QV2M,RH2M,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,WD10M,WS10M,WS2M,insee_dep,department
2000-03-03,2000,3,3,4.3,13.5,0.84,0.85,10.34,99.8,5.92,95.27,6.84,8.73,4.61,4.12,232.3,9.95,6.97,77,Seine-et-Marne
2000-03-04,2000,3,4,12.13,13.49,0.85,0.84,0.06,101.01,3.49,79.29,2.41,6.66,-3.16,9.82,335.6,4.61,3.1,77,Seine-et-Marne
2000-03-05,2000,3,5,11.21,13.45,0.84,0.84,0.03,101.92,3.01,75.98,1.34,7.89,-4.0,11.89,250.3,1.81,1.01,77,Seine-et-Marne
2000-03-06,2000,3,6,14.5,14.21,0.84,0.83,0.03,101.6,3.0,67.25,2.83,8.95,-3.08,12.03,179.1,1.56,0.94,77,Seine-et-Marne
2000-03-07,2000,3,7,11.2,13.83,0.84,0.83,0.04,101.36,4.6,76.85,6.19,13.43,-0.39,13.82,260.5,3.13,1.95,77,Seine-et-Marne
2000-03-08,2000,3,8,8.79,14.38,0.83,0.83,0.11,101.42,5.9,83.5,9.13,15.2,3.52,11.68,254.5,5.76,3.91,77,Seine-et-Marne
2000-03-09,2000,3,9,6.2,14.15,0.83,0.83,0.22,101.38,6.85,91.41,9.81,14.36,5.81,8.55,268.8,5.35,3.71,77,Seine-et-Marne
2000-03-10,2000,3,10,8.69,14.37,0.83,0.83,0.07,101.32,6.73,88.86,10.12,14.88,6.4,8.48,289.9,3.57,2.46,77,Seine-et-Marne
2000-03-11,2000,3,11,7.22,14.62,0.83,0.83,0.18,100.86,5.88,93.46,7.14,10.11,4.14,5.97,278.1,4.0,2.67,77,Seine-et-Marne
2000-03-12,2000,3,12,11.45,15.07,0.83,0.83,0.0,101.08,4.81,85.38,5.83,11.52,1.31,10.21,48.5,3.7,2.32,77,Seine-et-Marne
2000-03-13,2000,3,13,15.49,15.51,0.83,0.82,0.02,101.18,5.23,82.62,7.2,13.75,0.15,13.6,3.3,1.98,1.18,77,Seine-et-Marne
2000-03-14,2000,3,14,9.53,15.24,0.82,0.83,1.28,101.03,6.32,90.53,8.74,15.33,5.6,9.73,286.5,5.17,3.58,77,Seine-et-Marne
2000-03-15,2000,3,15,11.02,15.88,0.82,0.82,0.1,101.7,4.28,79.74,5.39,9.93,0.82,9.11,354.5,3.62,2.4,77,Seine-et-Marne
2000-03-16,2000,3,16,10.94,15.87,0.82,0.82,0.08,101.75,4.93,85.91,5.96,11.79,-0.98,12.77,329.7,2.76,1.74,77,Seine-et-Marne
2000-03-17,2000,3,17,10.98,16.08,0.82,0.82,0.08,101.58,5.64,85.83,8.12,12.3,4.61,7.69,1.8,4.04,2.8,77,Seine-et-Marne
2000-03-18,2000,3,18,9.18,16.81,0.82,0.82,0.26,101.53,4.95,82.76,6.74,11.38,3.09,8.29,6.8,5.73,4.0,77,Seine-et-Marne
2000-03-19,2000,3,19,16.26,16.7,0.82,0.82,0.22,101.55,4.78,84.42,6.05,11.45,2.78,8.67,39.0,4.61,3.22,77,Seine-et-Marne
2000-03-20,2000,3,20,12.33,16.7,0.81,0.82,0.0,101.15,4.32,80.48,5.38,11.19,1.88,9.31,60.2,4.99,3.39,77,Seine-et-Marne
2000-03-21,2000,3,21,17.56,17.17,0.81,0.81,0.03,100.6,4.2,70.87,6.81,13.6,-1.05,14.65,111.5,2.53,1.64,77,Seine-et-Marne
2000-03-22,2000,3,22,16.74,17.67,0.81,0.81,0.03,100.21,4.95,70.85,8.98,16.53,0.3,16.23,184.0,2.18,1.32,77,Seine-et-Marne
2000-03-23,2000,3,23,11.78,17.92,0.81,0.81,0.31,99.66,6.34,80.19,10.38,16.84,5.29,11.55,164.4,3.13,1.93,77,Seine-et-Marne
2000-03-24,2000,3,24,7.18,18.18,0.81,0.82,5.29,99.55,6.52,86.43,9.88,13.48,7.47,6.01,230.6,4.99,3.37,77,Seine-et-Marne
2000-03-25,2000,3,25,8.87,18.64,0.82,0.83,5.51,99.93,5.91,92.55,7.34,9.76,5.55,4.21,219.5,3.87,2.64,77,Seine-et-Marne
2000-03-26,2000,3,26,9.91,17.75,0.82,0.83,2.85,99.56,5.13,89.12,5.83,9.06,3.8,5.26,230.5,4.86,3.35,77,Seine-et-Marne
2000-03-27,2000,3,27,10.9,18.67,0.82,0.82,1.48,99.38,4.76,85.46,5.43,8.24,2.67,5.57,356.8,2.85,1.92,77,Seine-et-Marne
2000-03-28,2000,3,28,8.84,19.48,0.82,0.82,2.14,99.78,4.61,86.51,4.8,8.63,1.68,6.95,27.9,5.01,3.5,77,Seine-et-Marne
2000-03-29,2000,3,29,7.14,19.66,0.82,0.83,4.45,99.52,4.45,90.03,3.62,6.63,1.25,5.38,7.5,3.72,2.6,77,Seine-et-Marne
2000-03-30,2000,3,30,6.4,19.89,0.83,0.83,3.59,99.63,5.04,93.69,4.79,7.47,3.37,4.1,246.7,3.76,2.53,77,Seine-et-Marne
2000-03-31,2000,3,31,13.77,19.56,0.83,0.83,0.81,99.24,4.99,86.91,5.87,11.34,2.69,8.65,221.0,2.93,1.9,77,Seine-et-Marne
2000-04-01,2000,4,1,8.81,20.35,0.82,0.83,2.37,99.05,5.24,90.65,5.76,10.14,2.32,7.82,219.2,4.4,2.96,77,Seine-et-Marne
2000-04-02,2000,4,2,17.38,20.43,0.82,0.82,0.01,98.36,5.77,79.57,9.12,16.14,2.39,13.75,138.8,5.31,3.57,77,Seine-et-Marne
2000-04-03,2000,4,3,10.07,20.45,0.82,0.83,5.46,97.45,6.91,90.77,9.42,14.39,6.02,8.37,157.5,5.1,3.38,77,Seine-et-Marne
2000-04-04,2000,4,4,14.55,19.95,0.83,0.83,3.24,97.77,6.23,88.49,8.36,12.9,4.35,8.55,145.6,3.6,2.43,77,Seine-et-Marne
2000-04-05,2000,4,5,4.11,21.0,0.83,0.83,1.24,99.4,4.75,85.83,5.2,8.05,2.44,5.61,0.2,5.3,3.65,77,Seine-et-Marne
2000-04-06,2000,4,6,14.86,21.68,0.82,0.82,0.0,101.02,3.55,74.76,3.71,9.12,-1.58,10.7,49.2,4.78,3.19,77,Seine-et-Marne
2000-04-07,2000,4,7,21.09,21.72,0.82,0.82,0.0,101.44,4.02,75.92,5.33,13.03,-2.73,15.76,67.0,4.63,2.99,77,Seine-et-Marne
2000-04-08,2000,4,8,21.39,21.4,0.81,0.82,0.01,100.63,4.67,76.53,7.25,15.15,-0.48,15.63,84.1,3.76,2.31,77,Seine-et-Marne
2000-04-09,2000,4,9,10.0,21.88,0.81,0.82,1.17,99.4,5.7,85.91,7.84,12.76,3.25,9.51,156.7,2.76,1.72,77,Seine-et-Marne
2000-04-10,2000,4,10,16.67,21.53,0.81,0.81,0.69,99.25,5.53,79.14,8.94,14.66,3.67,10.99,42.4,4.62,3.07,77,Seine-et-Marne
2000-04-11,2000,4,11,15.35,21.4,0.81,0.82,3.54,98.23,4.67,78.53,6.49,12.43,1.51,10.92,241.4,4.69,3.24,77,Seine-et-Marne
2000-04-12,2000,4,12,13.84,22.23,0.81,0.82,2.25,97.81,4.78,84.26,5.41,8.37,2.52,5.85,223.1,7.69,5.29,77,Seine-et-Marne
2000-04-13,2000,4,13,12.05,22.17,0.81,0.82,2.28,98.32,5.23,85.14,6.67,10.93,3.06,7.87,219.5,7.99,5.46,77,Seine-et-Marne
2000-04-14,2000,4,14,8.22,22.73,0.82,0.84,11.51,98.37,6.11,90.76,7.75,11.14,4.2,6.94,147.6,4.05,2.78,77,Seine-et-Marne
2000-04-15,2000,4,15,8.93,22.79,0.83,0.83,1.73,98.29,5.47,84.99,7.14,10.13,1.69,8.44,215.5,9.1,6.15,77,Seine-et-Marne
2000-04-16,2000,4,16,12.9,22.5,0.82,0.83,5.29,98.32,6.06,89.78,7.69,12.79,1.85,10.94,148.3,4.43,2.96,77,Seine-et-Marne
2000-04-17,2000,4,17,15.15,20.76,0.83,0.83,2.09,98.86,5.9,82.1,9.15,13.36,5.53,7.83,219.8,7.1,4.8,77,Seine-et-Marne
2000-04-18,2000,4,18,17.33,21.48,0.82,0.82,0.39,99.29,6.28,79.99,10.64,15.87,6.43,9.44,183.7,4.73,3.21,77,Seine-et-Marne
2000-04-19,2000,4,19,13.18,23.04,0.82,0.82,0.49,99.59,6.22,84.02,9.56,14.29,5.66,8.63,218.0,4.22,2.73,77,Seine-et-Marne
2000-04-20,2000,4,20,16.33,23.48,0.81,0.82,0.63,99.79,6.51,75.56,11.71,17.33,5.47,11.86,172.5,4.12,2.62,77,Seine-et-Marne
2000-04-21,2000,4,21,18.5,23.0,0.81,0.81,0.29,100.06,6.95,76.58,12.93,17.99,8.74,9.25,210.5,3.75,2.43,77,Seine-et-Marne
2000-04-22,2000,4,22,6.05,23.74,0.82,0.84,17.75,99.45,8.91,89.09,13.96,18.67,11.16,7.51,187.3,4.31,2.9,77,Seine-et-Marne
2000-04-23,2000,4,23,6.42,23.92,0.85,0.86,10.87,99.59,7.28,92.14,10.34,12.99,6.45,6.54,265.8,3.06,1.94,77,Seine-et-Marne
2000-04-24,2000,4,24,14.84,23.18,0.84,0.83,0.45,99.92,6.15,82.14,9.91,15.49,6.07,9.42,201.7,3.55,2.38,77,Seine-et-Marne
2000-04-25,2000,4,25,19.36,23.5,0.83,0.83,0.05,99.5,7.59,76.73,13.72,20.22,6.72,13.5,159.5,4.94,3.3,77,Seine-et-Marne
2000-04-26,2000,4,26,11.43,23.39,0.82,0.82,0.4,99.4,7.87,86.22,12.63,16.47,9.01,7.46,198.9,4.69,3.12,77,Seine-et-Marne
2000-04-27,2000,4,27,6.16,24.61,0.83,0.84,7.7,99.32,8.58,90.46,13.06,17.34,8.56,8.78,87.6,2.66,1.65,77,Seine-et-Marne
2000-04-28,2000,4,28,4.41,24.54,0.84,0.85,11.6,99.32,7.79,91.22,11.52,13.44,8.08,5.36,212.3,3.48,2.29,77,Seine-et-Marne
2000-04-29,2000,4,29,18.15,24.21,0.84,0.83,0.05,100.13,6.87,79.97,12.12,17.72,6.28,11.44,175.3,1.64,0.96,77,Seine-et-Marne
2000-04-30,2000,4,30,22.54,23.75,0.83,0.83,0.02,100.5,7.27,77.55,13.49,20.18,6.25,13.93,85.0,2.18,1.25,77,Seine-et-Marne
2000-05-01,2000,5,1,21.33,22.57,0.83,0.82,0.14,100.37,8.44,81.88,14.76,21.44,7.38,14.06,37.4,3.7,2.42,77,Seine-et-Marne
2000-05-02,2000,5,2,12.65,24.2,0.82,0.82,0.32,100.35,9.03,87.62,14.58,19.54,9.62,9.92,22.0,4.84,3.29,77,Seine-et-Marne
2000-05-03,2000,5,3,10.24,24.37,0.82,0.82,0.41,100.36,8.82,88.39,14.09,18.42,10.7,7.72,17.6,3.65,2.5,77,Seine-et-Marne
2000-05-04,2000,5,4,15.14,24.57,0.81,0.82,0.23,100.21,9.31,85.33,15.5,21.13,10.37,10.76,51.0,3.13,2.1,77,Seine-et-Marne
2000-05-05,2000,5,5,22.03,23.73,0.81,0.81,0.64,99.71,10.03,83.93,16.73,22.29,10.31,11.98,97.7,3.34,2.1,77,Seine-et-Marne
2000-05-06,2000,5,6,21.88,24.62,0.81,0.81,1.39,99.74,10.17,86.44,16.52,20.45,11.39,9.06,186.7,2.41,1.55,77,Seine-et-Marne
2000-05-07,2000,5,7,16.38,23.53,0.81,0.82,2.99,99.97,9.74,80.48,17.17,21.7,12.01,9.69,171.6,2.05,1.31,77,Seine-et-Marne
2000-05-08,2000,5,8,19.98,24.4,0.81,0.83,5.83,100.25,9.55,84.8,15.9,19.65,11.24,8.41,164.8,2.31,1.4,77,Seine-et-Marne
2000-05-09,2000,5,9,24.14,25.18,0.81,0.82,0.59,100.16,10.2,80.13,17.89,23.57,11.19,12.38,104.0,2.29,1.36,77,Seine-et-Marne
2000-05-10,2000,5,10,21.19,25.72,0.81,0.82,3.13,99.98,10.81,82.23,18.32,22.53,14.59,7.94,137.8,2.27,1.43,77,Seine-et-Marne
2000-05-11,2000,5,11,20.71,25.74,0.82,0.83,9.76,100.07,10.58,84.72,17.66,22.33,12.94,9.39,158.8,3.21,2.11,77,Seine-et-Marne
2000-05-12,2000,5,12,15.93,26.04,0.81,0.82,0.5,100.5,9.37,83.1,16.18,20.85,11.63,9.22,185.0,1.87,1.15,77,Seine-et-Marne
2000-05-13,2000,5,13,21.7,23.7,0.8,0.81,0.41,100.65,9.2,73.67,17.78,22.95,10.59,12.36,130.5,1.22,0.75,77,Seine-et-Marne
2000-05-14,2000,5,14,25.13,25.83,0.8,0.8,0.04,100.71,10.3,78.03,18.71,24.69,12.23,12.46,81.6,2.18,1.29,77,Seine-et-Marne
2000-05-15,2000,5,15,24.95,25.72,0.79,0.8,0.05,100.39,10.5,74.97,19.67,25.61,12.55,13.06,183.0,2.15,1.27,77,Seine-et-Marne
2000-05-16,2000,5,16,25.26,26.31,0.78,0.79,2.7,99.97,11.3,79.12,19.86,26.03,13.98,12.05,210.6,4.36,2.79,77,Seine-et-Marne
2000-05-17,2000,5,17,18.49,27.05,0.78,0.79,1.17,100.07,7.78,75.44,14.75,18.09,11.9,6.19,263.5,4.42,3.01,77,Seine-et-Marne
2000-05-18,2000,5,18,14.39,27.55,0.78,0.8,3.5,99.7,6.91,81.14,11.7,15.56,7.7,7.86,254.8,5.6,3.75,77,Seine-et-Marne
2000-05-19,2000,5,19,12.35,27.23,0.78,0.8,2.03,99.77,6.19,83.63,9.66,13.66,5.74,7.92,254.6,5.25,3.51,77,Seine-et-Marne
2000-05-20,2000,5,20,20.71,25.83,0.78,0.79,0.12,99.9,5.71,70.89,11.24,16.7,3.74,12.96,244.4,1.59,1.03,77,Seine-et-Marne
2000-05-21,2000,5,21,13.97,25.69,0.78,0.79,3.42,99.58,6.33,79.84,10.52,15.63,5.77,9.86,250.5,5.05,3.25,77,Seine-et-Marne
2000-05-22,2000,5,22,17.84,26.32,0.78,0.79,0.14,100.36,6.53,81.85,10.93,16.82,5.92,10.9,251.4,3.64,2.39,77,Seine-et-Marne
2000-05-23,2000,5,23,21.37,22.53,0.77,0.79,0.06,100.5,7.64,80.36,13.55,18.89,7.65,11.24,213.1,3.43,2.14,77,Seine-et-Marne
2000-05-24,2000,5,24,16.92,27.09,0.77,0.78,0.12,100.11,8.4,84.02,14.0,17.36,9.47,7.89,227.6,3.57,2.24,77,Seine-et-Marne
2000-05-25,2000,5,25,15.59,27.8,0.77,0.78,1.26,100.06,7.92,78.97,14.18,17.33,11.08,6.25,253.1,5.18,3.45,77,Seine-et-Marne
2000-05-26,2000,5,26,16.98,24.72,0.76,0.78,2.18,99.77,8.39,80.02,14.65,20.76,6.76,14.0,184.7,5.31,3.51,77,Seine-et-Marne
2000-05-27,2000,5,27,21.36,26.72,0.76,0.77,0.34,99.93,6.2,71.53,12.19,15.96,7.83,8.13,228.9,6.26,4.22,77,Seine-et-Marne
2000-05-28,2000,5,28,20.4,28.05,0.75,0.77,2.24,99.44,6.58,74.67,12.32,15.54,8.87,6.67,242.4,7.63,5.09,77,Seine-et-Marne
2000-05-29,2000,5,29,21.86,25.8,0.75,0.77,0.38,100.21,5.96,74.01,11.21,15.92,6.03,9.89,265.5,4.27,2.77,77,Seine-et-Marne
2000-05-30,2000,5,30,6.61,28.59,0.76,0.83,24.95,99.8,8.01,91.08,11.78,15.83,7.58,8.25,223.8,3.9,2.53,77,Seine-et-Marne
2000-05-31,2000,5,31,16.34,25.27,0.78,0.8,1.15,100.42,7.92,79.62,14.27,18.09,9.92,8.17,299.6,2.58,1.71,77,Seine-et-Marne
2000-06-01,2000,6,1,15.79,25.15,0.77,0.79,0.15,100.68,9.86,84.7,16.43,21.36,11.09,10.27,213.3,3.31,2.22,77,Seine-et-Marne
2000-06-02,2000,6,2,22.28,27.5,0.76,0.78,0.33,100.36,12.02,79.71,20.26,25.95,11.42,14.53,198.9,2.11,1.37,77,Seine-et-Marne
2000-06-03,2000,6,3,16.56,23.7,0.76,0.78,3.17,100.18,13.65,85.3,21.51,25.58,17.15,8.43,209.1,2.18,1.43,77,Seine-et-Marne
2000-06-04,2000,6,4,9.25,28.86,0.76,0.79,6.55,100.31,10.77,86.91,17.48,21.85,13.84,8.01,312.0,3.12,2.13,77,Seine-et-Marne
2000-06-05,2000,6,5,5.66,28.9,0.78,0.82,13.8,100.17,8.59,89.35,13.47,16.08,10.45,5.63,338.6,4.28,2.89,77,Seine-et-Marne
2000-06-06,2000,6,6,17.36,27.31,0.78,0.79,0.49,100.77,7.83,83.55,13.25,16.87,8.0,8.87,288.5,3.19,2.1,77,Seine-et-Marne
2000-06-07,2000,6,7,24.17,28.88,0.77,0.78,0.06,100.96,7.51,76.8,14.11,19.46,8.46,11.0,354.4,2.66,1.69,77,Seine-et-Marne
